"geo","gender","provider_status","time_use","care_type","care_focus","provider_attention","provision_interval","population"
"state09","female","with_children","care","informal","developmental","passive_child",84131307.3186422,294178.087938802
"state21","female","with_children","care","informal","developmental","passive_child",138854098.132978,526617.504376175
"state21","female","with_children","care","informal","developmental","active",63598141.2975934,526617.504376175
"state28","female","with_children","care","informal","developmental","passive_child",89577948.9910514,339583.959182898
"state28","female","with_children","care","informal","developmental","active",32220996.2511972,339583.959182898
"state49","female","with_children","care","informal","developmental","active",52222068.9658726,555850.503647751
"state49","female","with_children","care","informal","developmental","passive_child",208105680.599683,555850.503647751
"state26","female","with_children","care","informal","developmental","active",120339334.423246,1047009.90855617
"state46","female","with_children","care","informal","developmental","passive_child",33457621.0593418,121461.546509773
"state46","female","with_children","care","informal","developmental","active",11743586.2224981,121461.546509773
"state53","female","with_children","care","informal","developmental","passive_child",259942250.147511,902405.748006247
"state53","female","with_children","care","informal","developmental","active",117483883.047381,902405.748006247
"state39","female","with_children","care","informal","developmental","passive_child",339884113.749351,1346714.47804438
"state22","female","with_children","care","informal","developmental","passive_child",152280044.862827,540168.789765105
"state22","female","with_children","care","informal","developmental","active",59197845.9100568,540168.789765105
"state51","female","with_children","care","informal","developmental","passive_child",269934852.353908,1060830.13196507
"state25","female","with_children","care","informal","developmental","active",102771522.307673,934758.975956127
"state25","female","with_children","care","informal","developmental","passive_child",200640498.34703,934758.975956127
"state33","female","with_children","care","informal","developmental","passive_child",22853814.7236468,109081.638242809
"state33","female","with_children","care","informal","developmental","active",16000763.6822599,109081.638242809
"state37","female","with_children","care","informal","developmental","passive_child",322123851.650036,988700.463293723
"state37","female","with_children","care","informal","developmental","active",101213214.988383,988700.463293723
"state20","female","with_children","care","informal","developmental","active",43864398.8306974,405828.571017795
"state20","female","with_children","care","informal","developmental","passive_child",88762204.889991,405828.571017795
"state24","female","with_children","care","informal","developmental","active",85103757.9647782,779391.656483231
"state23","female","with_children","care","informal","developmental","passive_child",22415603.5533022,70808.3599549441
"state40","female","with_children","care","informal","developmental","passive_child",185154167.067527,564024.235888044
"state40","female","with_children","care","informal","developmental","active",57870844.1588363,564024.235888044
"state02","female","with_children","care","informal","developmental","passive_child",15332081.6431506,45316.7089714921
"state02","female","with_children","care","informal","developmental","active",5967346.72700518,45316.7089714921
"state04","female","with_children","care","informal","developmental","passive_child",224161369.797847,732242.777312791
"state41","female","with_children","care","informal","developmental","passive_child",166544545.548479,522684.558414584
"state41","female","with_children","care","informal","developmental","active",54764960.5367602,522684.558414584
"state19","female","with_children","care","informal","developmental","active",55357794.3968762,467187.042960262
"state19","female","with_children","care","informal","developmental","passive_child",120365312.338429,467187.042960262
"state47","female","with_children","care","informal","developmental","passive_child",222896049.41191,733839.925952233
"state32","female","with_children","care","informal","developmental","passive_child",81556867.2148205,237370.923942036
"state50","female","with_children","care","informal","developmental","passive_child",11934042.4275728,51217.3725213167
"state50","female","with_children","care","informal","developmental","active",7218753.18099905,51217.3725213167
"state15","female","with_children","care","informal","developmental","passive_child",34347245.6711032,88833.4732117255
"state15","female","with_children","care","informal","developmental","active",10038144.383268,88833.4732117255
"state47","female","with_children","care","informal","developmental","active",82037942.8899341,733839.925952233
"state04","female","with_children","care","informal","developmental","active",82393812.9104386,732242.777312791
"state05","female","with_children","care","informal","developmental","active",45667995.0964911,305508.127504807
"state16","female","with_children","care","informal","developmental","passive_child",84521279.5520119,265861.295298358
"state30","female","with_children","care","informal","developmental","passive_child",24692600.2258185,74385.6076495375
"state30","female","with_children","care","informal","developmental","active",7195382.29144131,74385.6076495375
"state51","female","with_children","care","informal","developmental","active",130067341.981544,1060830.13196507
"state16","female","with_children","care","informal","developmental","active",34902770.137656,265861.295298358
"state10","female","with_children","care","informal","developmental","passive_child",34027342.6514498,102604.214626165
"state10","female","with_children","care","informal","developmental","active",16940079.022353,102604.214626165
"state44","female","with_children","care","informal","developmental","active",10867061.0625642,85032.6994868663
"state44","female","with_children","care","informal","developmental","passive_child",19997851.49749,85032.6994868663
"state23","female","with_children","care","informal","developmental","active",6088703.92577533,70808.3599549441
"state45","female","with_children","care","informal","developmental","passive_child",136921873.731461,474798.431608826
"state45","female","with_children","care","informal","developmental","active",54962032.0075171,474798.431608826
"state32","female","with_children","care","informal","developmental","active",18288528.1102313,237370.923942036
"state54","female","with_children","care","informal","developmental","active",16681058.1974076,152118.53884109
"state54","female","with_children","care","informal","developmental","passive_child",38577929.4464427,152118.53884109
"state01","female","with_children","care","informal","developmental","active",38971007.1211421,400851.630139717
"state01","female","with_children","care","informal","developmental","passive_child",106644292.508304,400851.630139717
"state11","female","with_children","care","informal","developmental","passive_child",18906535.2746891,61538.2952479715
"state11","female","with_children","care","informal","developmental","active",7323349.90632601,61538.2952479715
"state05","female","with_children","care","informal","developmental","passive_child",82007593.9162109,305508.127504807
"state56","female","with_children","care","informal","developmental","passive_child",21631818.330404,84633.5502465984
"national","female","with_children","care","informal","developmental","passive_child",10102122380.6389,36044995.9233099
"national","female","with_children","care","informal","developmental","active",4247551503.53463,36044995.9233099
"state31","female","with_children","care","informal","health","active",1181551.15390361,221321.356191933
"state17","female","with_children","care","informal","health","active",13895962.8394907,1399893.4760537
"state27","female","with_children","care","informal","health","active",5718141.02173686,781824.586143076
"state12","female","with_children","care","informal","health","active",29853181.1174508,1948820.76570069
"state13","female","with_children","care","informal","health","active",13440589.7164514,1341637.40935973
"state28","female","with_children","care","informal","health","passive_elder",1543913.4263655,339583.959182898
"state28","female","with_children","care","informal","health","active",5178600.06486963,339583.959182898
"state46","female","with_children","care","informal","health","active",1853321.56796881,121461.546509773
"state19","female","with_children","care","informal","health","active",1868432.77505055,467187.042960262
"state25","female","with_children","care","informal","health","active",9012684.46345275,934758.975956127
"state09","female","with_children","care","informal","health","active",3989588.07866861,294178.087938802
"state06","female","with_children","care","informal","health","active",72281248.8551622,3760035.5152681
"state16","female","with_children","care","informal","health","active",469888.100363466,265861.295298358
"state40","female","with_children","care","informal","health","active",8867999.86703059,564024.235888044
"state21","female","with_children","care","informal","health","active",1740500.28666395,526617.504376175
"state55","female","with_children","care","informal","health","active",12866070.2450061,648067.923482646
"state38","female","with_children","care","informal","health","active",294223.862988006,138428.703408658
"state48","female","with_children","care","informal","health","active",59985689.7619831,3757556.68247128
"state29","female","with_children","care","informal","health","active",7911081.20160677,560532.091732203
"state36","female","with_children","care","informal","health","active",42934319.8896054,2022135.30354307
"state06","female","with_children","care","informal","health","passive_elder",17627265.4292105,3760035.5152681
"state24","female","with_children","care","informal","health","active",13405567.8777708,779391.656483231
"state39","female","with_children","care","informal","health","active",39343926.2991952,1346714.47804438
"state26","female","with_children","care","informal","health","passive_elder",2165033.72841394,1047009.90855617
"state42","female","with_children","care","informal","health","active",31968088.6450648,1407082.01404415
"state17","female","with_children","care","informal","health","passive_elder",1202829.13098547,1399893.4760537
"state54","female","with_children","care","informal","health","passive_elder",2136561.45115719,152118.53884109
"state54","female","with_children","care","informal","health","active",4562691.79279684,152118.53884109
"state47","female","with_children","care","informal","health","active",19727650.3458415,733839.925952233
"state26","female","with_children","care","informal","health","active",7638433.74912833,1047009.90855617
"state25","female","with_children","care","informal","health","passive_elder",1805124.79964517,934758.975956127
"state29","female","with_children","care","informal","health","passive_elder",4267672.19091299,560532.091732203
"state45","female","with_children","care","informal","health","active",5629075.94907562,474798.431608826
"state09","female","with_children","care","informal","health","passive_elder",823368.90406794,294178.087938802
"state05","female","with_children","care","informal","health","active",5189209.86170873,305508.127504807
"state53","female","with_children","care","informal","health","active",13548800.2487417,902405.748006247
"state04","female","with_children","care","informal","health","active",9249519.8495762,732242.777312791
"state49","female","with_children","care","informal","health","active",4000121.50183497,555850.503647751
"state34","female","with_children","care","informal","health","active",14912089.7712286,991324.009694715
"state01","female","with_children","care","informal","health","active",3525872.12773622,400851.630139717
"state41","female","with_children","care","informal","health","passive_elder",922724.530118173,522684.558414584
"state48","female","with_children","care","informal","health","passive_elder",7925014.29761145,3757556.68247128
"state30","female","with_children","care","informal","health","active",1187393.6704301,74385.6076495375
"state32","female","with_children","care","informal","health","active",4558818.17245948,237370.923942036
"state20","female","with_children","care","informal","health","active",7801750.98741981,405828.571017795
"state12","female","with_children","care","informal","health","passive_elder",6420679.40223168,1948820.76570069
"state08","female","with_children","care","informal","health","active",2061674.21876558,634326.492652482
"state22","female","with_children","care","informal","health","passive_elder",8877824.44489848,540168.789765105
"state22","female","with_children","care","informal","health","active",10922160.7629322,540168.789765105
"state55","female","with_children","care","informal","health","passive_elder",271451.707998222,648067.923482646
"state13","female","with_children","care","informal","health","passive_elder",3393097.58378299,1341637.40935973
"state18","female","with_children","care","informal","health","active",9010111.36367442,720423.946556657
"state39","female","with_children","care","informal","health","passive_elder",3225113.33982644,1346714.47804438
"state45","female","with_children","care","informal","health","passive_elder",1176599.16999208,474798.431608826
"state51","female","with_children","care","informal","health","active",8911022.50839573,1060830.13196507
"state50","female","with_children","care","informal","health","passive_elder",197955.937835112,51217.3725213167
"state42","female","with_children","care","informal","health","passive_elder",7792258.64603661,1407082.01404415
"state19","female","with_children","care","informal","health","passive_elder",2191262.46147202,467187.042960262
"state21","female","with_children","care","informal","health","passive_elder",463334.807875164,526617.504376175
"state34","female","with_children","care","informal","health","passive_elder",2279896.9435164,991324.009694715
"state23","female","with_children","care","informal","health","active",8073.49544043945,70808.3599549441
"state27","female","with_children","care","informal","health","passive_elder",1098700.66524125,781824.586143076
"state36","female","with_children","care","informal","health","passive_elder",8103898.00631217,2022135.30354307
"state15","female","with_children","care","informal","health","active",1073270.15426124,88833.4732117255
"state53","female","with_children","care","informal","health","passive_elder",2291357.74563309,902405.748006247
"state37","female","with_children","care","informal","health","passive_elder",4870862.77140229,988700.463293723
"state20","female","with_children","care","informal","health","passive_elder",493092.617386751,405828.571017795
"state37","female","with_children","care","informal","health","active",8289496.74743971,988700.463293723
"state10","female","with_children","care","informal","health","active",5075168.39219119,102604.214626165
"state08","female","with_children","care","informal","health","passive_elder",472727.196672704,634326.492652482
"state41","female","with_children","care","informal","health","active",7890046.35716783,522684.558414584
"state46","female","with_children","care","informal","health","passive_elder",26633.9542896603,121461.546509773
"state56","female","with_children","care","informal","health","active",3123437.23847952,84633.5502465984
"state40","female","with_children","care","informal","health","passive_elder",1908171.81197769,564024.235888044
"state44","female","with_children","care","informal","health","passive_elder",1033419.89225827,85032.6994868663
"state35","female","with_children","care","informal","health","active",3331987.77404631,238145.914241387
"state02","female","with_children","care","informal","health","active",1166977.02229388,45316.7089714921
"state33","female","with_children","care","informal","health","active",460913.194360942,109081.638242809
"state01","female","with_children","care","informal","health","passive_elder",2643039.27121281,400851.630139717
"state51","female","with_children","care","informal","health","passive_elder",3006306.10168627,1060830.13196507
"state24","female","with_children","care","informal","health","passive_elder",5524825.87325681,779391.656483231
"state47","female","with_children","care","informal","health","passive_elder",6453176.89061944,733839.925952233
"state50","female","with_children","care","informal","health","active",929105.858707403,51217.3725213167
"state18","female","with_children","care","informal","health","passive_elder",503326.14449829,720423.946556657
"state05","female","with_children","care","informal","health","passive_elder",648003.441887901,305508.127504807
"state11","female","with_children","care","informal","health","active",1055438.46949723,61538.2952479715
"state16","female","with_children","care","informal","health","passive_elder",1083906.45019969,265861.295298358
"state32","female","with_children","care","informal","health","passive_elder",64103.318827863,237370.923942036
"state38","female","with_children","care","informal","health","passive_elder",898763.219487863,138428.703408658
"state44","female","with_children","care","informal","health","active",1081659.34855847,85032.6994868663
"state31","female","with_children","care","informal","health","passive_elder",1458548.46594109,221321.356191933
"state04","female","with_children","care","informal","health","passive_elder",25763319.7197789,732242.777312791
"national","female","with_children","care","informal","health","active",543982628.625674,36044995.9233099
"national","female","with_children","care","informal","health","passive_elder",145055165.892524,36044995.9233099
"state48","female","without_children","care","informal","daily_living","active",1538083766.55572,6824305.45122909
"state36","female","without_children","care","informal","daily_living","active",930489555.640175,4065871.90417959
"state25","female","without_children","care","informal","daily_living","active",361085561.12067,1661594.89653927
"state18","female","without_children","care","informal","daily_living","active",440898638.703867,1797224.24703809
"state01","female","without_children","care","informal","daily_living","active",265085006.040146,1098744.78958321
"state09","female","without_children","care","informal","daily_living","active",233418867.227928,1028892.34370043
"state19","female","without_children","care","informal","daily_living","active",198535312.071131,983065.056885289
"state26","female","without_children","care","informal","daily_living","active",610454790.507725,2513484.05075131
"state53","female","without_children","care","informal","daily_living","active",513811572.551271,2238349.12976622
"state41","female","without_children","care","informal","daily_living","active",283106523.542301,1314752.6937601
"state12","female","without_children","care","informal","daily_living","active",1119519651.08878,4605284.87563741
"state47","female","without_children","care","informal","daily_living","active",429218282.469549,1794013.15744334
"state54","female","without_children","care","informal","daily_living","active",155241379.695842,578033.832594015
"state04","female","without_children","care","informal","daily_living","active",397344202.430653,1495900.71055134
"state06","female","without_children","care","informal","daily_living","active",1749407700.70532,7362205.40388944
"state55","female","without_children","care","informal","daily_living","active",400703697.050728,1615888.61905436
"state13","female","without_children","care","informal","daily_living","active",640129341.021784,2527831.1448246
"state05","female","without_children","care","informal","daily_living","active",222199973.838095,896183.411538573
"state17","female","without_children","care","informal","daily_living","active",689291777.933355,3072202.53755203
"state24","female","without_children","care","informal","daily_living","active",372849295.293927,1599862.05836835
"state42","female","without_children","care","informal","daily_living","active",783978751.578588,3084694.66306973
"state22","female","without_children","care","informal","daily_living","active",195827554.721229,893557.722946323
"state29","female","without_children","care","informal","daily_living","active",348725830.767181,1693511.93085065
"state37","female","without_children","care","informal","daily_living","active",520931877.84547,2193427.41016916
"state20","female","without_children","care","informal","daily_living","active",191388155.090119,746809.144510187
"state21","female","without_children","care","informal","daily_living","active",348846877.584799,1361551.9986936
"state28","female","without_children","care","informal","daily_living","active",159158658.472684,652555.289871483
"state49","female","without_children","care","informal","daily_living","active",184207224.393739,769385.46216823
"state51","female","without_children","care","informal","daily_living","active",588084698.863762,2389447.68455366
"state34","female","without_children","care","informal","daily_living","active",499351102.150921,2181055.02868006
"state27","female","without_children","care","informal","daily_living","active",362449561.892581,1509773.51353403
"state45","female","without_children","care","informal","daily_living","active",346499968.010991,1571593.5789051
"state08","female","without_children","care","informal","daily_living","active",370819960.478851,1407373.4986656
"state40","female","without_children","care","informal","daily_living","active",203344404.703231,815711.605929771
"state39","female","without_children","care","informal","daily_living","active",867683000.622536,3656322.68603013
"state15","female","without_children","care","informal","daily_living","active",46482174.1222299,209091.759828679
"state35","female","without_children","care","informal","daily_living","active",110148613.594858,539928.395179628
"state44","female","without_children","care","informal","daily_living","active",78017571.9505579,332978.156348995
"state16","female","without_children","care","informal","daily_living","active",111041800.019915,391421.593399705
"state32","female","without_children","care","informal","daily_living","active",136535777.984461,639904.901684464
"state31","female","without_children","care","informal","daily_living","active",140209022.008923,600599.61906775
"state10","female","without_children","care","informal","daily_living","active",72981439.0308095,301945.717280357
"state30","female","without_children","care","informal","daily_living","active",76573823.8293952,260719.300148136
"state38","female","without_children","care","informal","daily_living","active",53401069.8924636,183126.273651553
"state23","female","without_children","care","informal","daily_living","active",112530249.151795,402418.429467715
"state11","female","without_children","care","informal","daily_living","active",59011585.9221034,261831.366961667
"state46","female","without_children","care","informal","daily_living","active",35706403.7426767,171896.813859785
"state56","female","without_children","care","informal","daily_living","active",61470227.6298922,197866.171327974
"state33","female","without_children","care","informal","daily_living","active",110976702.525571,427480.068544814
"state50","female","without_children","care","informal","daily_living","active",43964943.1710245,180715.846975908
"state02","female","without_children","care","informal","daily_living","active",19879941.760047,74384.2162137989
"national","female","without_children","care","informal","daily_living","active",18791103869.0024,79176770.1634047
"state36","female","without_children","care","informal","developmental","active",55662782.2487787,4065871.90417959
"state36","female","without_children","care","informal","developmental","passive_child",67098358.3680493,4065871.90417959
"state19","female","without_children","care","informal","developmental","active",10279243.8383302,983065.056885289
"state19","female","without_children","care","informal","developmental","passive_child",21354028.5997394,983065.056885289
"state47","female","without_children","care","informal","developmental","active",26101970.883074,1794013.15744334
"state47","female","without_children","care","informal","developmental","passive_child",43360665.7611024,1794013.15744334
"state26","female","without_children","care","informal","developmental","passive_child",32538167.3116495,2513484.05075131
"state26","female","without_children","care","informal","developmental","active",39131602.8644044,2513484.05075131
"state13","female","without_children","care","informal","developmental","active",27385506.9513399,2527831.1448246
"state05","female","without_children","care","informal","developmental","active",11928705.9737173,896183.411538573
"state22","female","without_children","care","informal","developmental","passive_child",16500310.172405,893557.722946323
"state18","female","without_children","care","informal","developmental","passive_child",22819063.9065659,1797224.24703809
"state05","female","without_children","care","informal","developmental","passive_child",12489396.6900869,896183.411538573
"state35","female","without_children","care","informal","developmental","passive_child",11299085.0018254,539928.395179628
"state16","female","without_children","care","informal","developmental","active",5164076.99552556,391421.593399705
"state16","female","without_children","care","informal","developmental","passive_child",11961658.2453335,391421.593399705
"state55","female","without_children","care","informal","developmental","active",17676404.6107188,1615888.61905436
"state55","female","without_children","care","informal","developmental","passive_child",24736729.5415347,1615888.61905436
"state06","female","without_children","care","informal","developmental","active",64040630.5636632,7362205.40388944
"state34","female","without_children","care","informal","developmental","passive_child",20129247.5247699,2181055.02868006
"state45","female","without_children","care","informal","developmental","active",20767716.6122833,1571593.5789051
"state12","female","without_children","care","informal","developmental","active",63709652.6401394,4605284.87563741
"state12","female","without_children","care","informal","developmental","passive_child",67253236.5965561,4605284.87563741
"state39","female","without_children","care","informal","developmental","passive_child",50137814.1816893,3656322.68603013
"state39","female","without_children","care","informal","developmental","active",43071145.2155925,3656322.68603013
"state37","female","without_children","care","informal","developmental","passive_child",74000126.8928571,2193427.41016916
"state37","female","without_children","care","informal","developmental","active",37417784.1239316,2193427.41016916
"state27","female","without_children","care","informal","developmental","passive_child",23226920.3585132,1509773.51353403
"state48","female","without_children","care","informal","developmental","active",98191659.8427628,6824305.45122909
"state18","female","without_children","care","informal","developmental","active",25137265.4720968,1797224.24703809
"state28","female","without_children","care","informal","developmental","passive_child",27705125.8181887,652555.289871483
"state06","female","without_children","care","informal","developmental","passive_child",123568736.499109,7362205.40388944
"state53","female","without_children","care","informal","developmental","active",15612918.2385051,2238349.12976622
"state17","female","without_children","care","informal","developmental","active",57741105.5606347,3072202.53755203
"state46","female","without_children","care","informal","developmental","active",5107223.90545404,171896.813859785
"state46","female","without_children","care","informal","developmental","passive_child",8552253.13690929,171896.813859785
"state35","female","without_children","care","informal","developmental","active",9532214.6205428,539928.395179628
"state29","female","without_children","care","informal","developmental","active",12272767.9832262,1693511.93085065
"state48","female","without_children","care","informal","developmental","passive_child",82900911.7713442,6824305.45122909
"state22","female","without_children","care","informal","developmental","active",9364315.60293755,893557.722946323
"state51","female","without_children","care","informal","developmental","active",17539871.9540527,2389447.68455366
"state51","female","without_children","care","informal","developmental","passive_child",25595626.4475199,2389447.68455366
"state17","female","without_children","care","informal","developmental","passive_child",53897932.7032827,3072202.53755203
"state31","female","without_children","care","informal","developmental","active",16067934.3977052,600599.61906775
"state24","female","without_children","care","informal","developmental","active",25231261.9715714,1599862.05836835
"state34","female","without_children","care","informal","developmental","active",31832322.8399938,2181055.02868006
"state13","female","without_children","care","informal","developmental","passive_child",25344758.6448997,2527831.1448246
"state09","female","without_children","care","informal","developmental","active",3671492.78401989,1028892.34370043
"state42","female","without_children","care","informal","developmental","passive_child",30999770.511846,3084694.66306973
"state42","female","without_children","care","informal","developmental","active",27541862.4483521,3084694.66306973
"state01","female","without_children","care","informal","developmental","passive_child",25675120.677537,1098744.78958321
"state53","female","without_children","care","informal","developmental","passive_child",27953570.464279,2238349.12976622
"state33","female","without_children","care","informal","developmental","active",4139327.95870395,427480.068544814
"state56","female","without_children","care","informal","developmental","active",1372407.96694156,197866.171327974
"state27","female","without_children","care","informal","developmental","active",16029927.4833382,1509773.51353403
"state01","female","without_children","care","informal","developmental","active",14901028.2428394,1098744.78958321
"state04","female","without_children","care","informal","developmental","passive_child",17808912.0272429,1495900.71055134
"state04","female","without_children","care","informal","developmental","active",7016181.1748612,1495900.71055134
"state45","female","without_children","care","informal","developmental","passive_child",34095678.3099388,1571593.5789051
"state24","female","without_children","care","informal","developmental","passive_child",16737103.2008186,1599862.05836835
"state25","female","without_children","care","informal","developmental","active",16671144.5974469,1661594.89653927
"state33","female","without_children","care","informal","developmental","passive_child",10290819.5786875,427480.068544814
"state25","female","without_children","care","informal","developmental","passive_child",9512194.9776085,1661594.89653927
"state23","female","without_children","care","informal","developmental","active",1471647.41355246,402418.429467715
"state08","female","without_children","care","informal","developmental","active",19908791.9497291,1407373.4986656
"state08","female","without_children","care","informal","developmental","passive_child",29858528.0241943,1407373.4986656
"state21","female","without_children","care","informal","developmental","passive_child",22823933.7733136,1361551.9986936
"state21","female","without_children","care","informal","developmental","active",16801478.9589307,1361551.9986936
"state40","female","without_children","care","informal","developmental","passive_child",21178823.0707573,815711.605929771
"state40","female","without_children","care","informal","developmental","active",10023360.9518939,815711.605929771
"state28","female","without_children","care","informal","developmental","active",9875747.43438025,652555.289871483
"state41","female","without_children","care","informal","developmental","active",9908947.51535506,1314752.6937601
"state20","female","without_children","care","informal","developmental","passive_child",11788773.9742641,746809.144510187
"state41","female","without_children","care","informal","developmental","passive_child",5615049.70226993,1314752.6937601
"state20","female","without_children","care","informal","developmental","active",15237219.8936549,746809.144510187
"state32","female","without_children","care","informal","developmental","active",8902888.1299092,639904.901684464
"state54","female","without_children","care","informal","developmental","passive_child",4294571.45886287,578033.832594015
"state54","female","without_children","care","informal","developmental","active",8898919.51755506,578033.832594015
"state49","female","without_children","care","informal","developmental","passive_child",7666750.71515928,769385.46216823
"state49","female","without_children","care","informal","developmental","active",6777058.13719323,769385.46216823
"state10","female","without_children","care","informal","developmental","active",110052.139567677,301945.717280357
"state10","female","without_children","care","informal","developmental","passive_child",4552683.24737865,301945.717280357
"state09","female","without_children","care","informal","developmental","passive_child",8133790.00492355,1028892.34370043
"state30","female","without_children","care","informal","developmental","passive_child",3492260.1315754,260719.300148136
"state30","female","without_children","care","informal","developmental","active",3551338.77594986,260719.300148136
"state29","female","without_children","care","informal","developmental","passive_child",20865959.013066,1693511.93085065
"state23","female","without_children","care","informal","developmental","passive_child",1856757.20325105,402418.429467715
"state31","female","without_children","care","informal","developmental","passive_child",7472701.42347579,600599.61906775
"state44","female","without_children","care","informal","developmental","active",6959743.34237339,332978.156348995
"state44","female","without_children","care","informal","developmental","passive_child",2041026.50959311,332978.156348995
"state50","female","without_children","care","informal","developmental","active",1093180.03895656,180715.846975908
"state15","female","without_children","care","informal","developmental","passive_child",1030063.98975922,209091.759828679
"state11","female","without_children","care","informal","developmental","active",865059.758810574,261831.366961667
"state32","female","without_children","care","informal","developmental","passive_child",3976788.28228877,639904.901684464
"state02","female","without_children","care","informal","developmental","passive_child",530940.600356972,74384.2162137989
"state15","female","without_children","care","informal","developmental","active",4900296.68398851,209091.759828679
"state11","female","without_children","care","informal","developmental","passive_child",1841636.47717565,261831.366961667
"state02","female","without_children","care","informal","developmental","active",153760.665254071,74384.2162137989
"state38","female","without_children","care","informal","developmental","passive_child",414710.315173677,183126.273651553
"national","female","without_children","care","informal","developmental","active",962750949.874539,79176770.1634047
"national","female","without_children","care","informal","developmental","passive_child",1178979071.83873,79176770.1634047
"state36","female","without_children","care","informal","health","passive_elder",52650804.4131967,4065871.90417959
"state36","female","without_children","care","informal","health","active",74872645.8670864,4065871.90417959
"state18","female","without_children","care","informal","health","active",23746167.193313,1797224.24703809
"state01","female","without_children","care","informal","health","active",31238703.6475634,1098744.78958321
"state09","female","without_children","care","informal","health","passive_elder",6872326.78267069,1028892.34370043
"state09","female","without_children","care","informal","health","active",10488018.1739836,1028892.34370043
"state48","female","without_children","care","informal","health","passive_elder",120286812.192173,6824305.45122909
"state48","female","without_children","care","informal","health","active",151296989.260825,6824305.45122909
"state29","female","without_children","care","informal","health","active",37684143.5821866,1693511.93085065
"state19","female","without_children","care","informal","health","active",12182968.5328328,983065.056885289
"state41","female","without_children","care","informal","health","passive_elder",21873160.7400261,1314752.6937601
"state26","female","without_children","care","informal","health","active",42056788.2766365,2513484.05075131
"state13","female","without_children","care","informal","health","passive_elder",37422493.32796,2527831.1448246
"state06","female","without_children","care","informal","health","active",138882473.400851,7362205.40388944
"state05","female","without_children","care","informal","health","active",14477841.5183543,896183.411538573
"state24","female","without_children","care","informal","health","active",18232479.5510779,1599862.05836835
"state04","female","without_children","care","informal","health","active",28174803.5321643,1495900.71055134
"state51","female","without_children","care","informal","health","active",34496651.9720542,2389447.68455366
"state27","female","without_children","care","informal","health","active",14566193.3535698,1509773.51353403
"state01","female","without_children","care","informal","health","passive_elder",20867217.8360335,1098744.78958321
"state13","female","without_children","care","informal","health","active",35547086.7221617,2527831.1448246
"state17","female","without_children","care","informal","health","active",46754684.2415232,3072202.53755203
"state17","female","without_children","care","informal","health","passive_elder",34075609.4000002,3072202.53755203
"state39","female","without_children","care","informal","health","active",61240875.929652,3656322.68603013
"state39","female","without_children","care","informal","health","passive_elder",32656657.3904737,3656322.68603013
"state26","female","without_children","care","informal","health","passive_elder",29485407.2276563,2513484.05075131
"state54","female","without_children","care","informal","health","active",7869558.46180931,578033.832594015
"state35","female","without_children","care","informal","health","active",7844371.54816571,539928.395179628
"state22","female","without_children","care","informal","health","active",19431323.139805,893557.722946323
"state49","female","without_children","care","informal","health","active",8925100.01573956,769385.46216823
"state24","female","without_children","care","informal","health","passive_elder",9128854.56404743,1599862.05836835
"state12","female","without_children","care","informal","health","active",80609771.8410076,4605284.87563741
"state16","female","without_children","care","informal","health","active",8021251.38696213,391421.593399705
"state55","female","without_children","care","informal","health","active",24381697.0425697,1615888.61905436
"state42","female","without_children","care","informal","health","active",50111745.9364044,3084694.66306973
"state42","female","without_children","care","informal","health","passive_elder",44524724.8384041,3084694.66306973
"state34","female","without_children","care","informal","health","active",33952806.5678147,2181055.02868006
"state40","female","without_children","care","informal","health","active",26870134.8660523,815711.605929771
"state53","female","without_children","care","informal","health","passive_elder",24745455.4233061,2238349.12976622
"state45","female","without_children","care","informal","health","active",39530752.8177312,1571593.5789051
"state45","female","without_children","care","informal","health","passive_elder",20527892.0497411,1571593.5789051
"state55","female","without_children","care","informal","health","passive_elder",23784600.2826194,1615888.61905436
"state40","female","without_children","care","informal","health","passive_elder",11988423.9420687,815711.605929771
"state47","female","without_children","care","informal","health","active",36680947.5020432,1794013.15744334
"state25","female","without_children","care","informal","health","active",38346309.6623377,1661594.89653927
"state12","female","without_children","care","informal","health","passive_elder",58207372.2785305,4605284.87563741
"state53","female","without_children","care","informal","health","active",32196902.465207,2238349.12976622
"state06","female","without_children","care","informal","health","passive_elder",43222136.1582245,7362205.40388944
"state32","female","without_children","care","informal","health","active",12869916.7171134,639904.901684464
"state37","female","without_children","care","informal","health","active",51010086.5148043,2193427.41016916
"state35","female","without_children","care","informal","health","passive_elder",9276604.73753282,539928.395179628
"state18","female","without_children","care","informal","health","passive_elder",31264112.8686312,1797224.24703809
"state41","female","without_children","care","informal","health","active",27784470.6462439,1314752.6937601
"state29","female","without_children","care","informal","health","passive_elder",20699683.1124729,1693511.93085065
"state21","female","without_children","care","informal","health","active",42469274.054364,1361551.9986936
"state20","female","without_children","care","informal","health","active",11991490.7272873,746809.144510187
"state20","female","without_children","care","informal","health","passive_elder",9465192.42541338,746809.144510187
"state21","female","without_children","care","informal","health","passive_elder",13640827.7653003,1361551.9986936
"state22","female","without_children","care","informal","health","passive_elder",8937580.07726277,893557.722946323
"state23","female","without_children","care","informal","health","active",5944239.93413907,402418.429467715
"state37","female","without_children","care","informal","health","passive_elder",26161616.3889974,2193427.41016916
"state54","female","without_children","care","informal","health","passive_elder",11513598.280116,578033.832594015
"state08","female","without_children","care","informal","health","active",18941988.5298084,1407373.4986656
"state47","female","without_children","care","informal","health","passive_elder",25578714.7863624,1794013.15744334
