"geo","gender","provider_status","time_use","care_type","care_focus","provider_attention","provision_interval","population"
"state50","female","without_children","care","formal","health","active",5907243.94285714,182567.77
"state25","female","without_children","care","formal","health","active",53941996.2857143,1763926.14
"state44","female","without_children","care","formal","health","active",7868680.45714286,290552.78
"state09","female","without_children","care","formal","health","active",32752755.4285714,900290.81
"state36","female","without_children","care","formal","health","active",156632469.857143,4988938.04
"state34","female","without_children","care","formal","health","active",54471103.2857143,2073809.9
"state42","female","without_children","care","formal","health","active",121051687.8,3244363.17
"state39","female","without_children","care","formal","health","active",97145132.0571429,2884291.44
"state18","female","without_children","care","formal","health","active",32372445.5142857,1582186.29
"state17","female","without_children","care","formal","health","active",78517812.0857143,3036351.49
"state26","female","without_children","care","formal","health","active",58739214.5142857,2415418.65
"state55","female","without_children","care","formal","health","active",35629505.5714286,1442976.49
"state27","female","without_children","care","formal","health","active",37645936.8857143,1427579.9
"state19","female","without_children","care","formal","health","active",22980162.5142857,808804.18
"state29","female","without_children","care","formal","health","active",35122222.9714286,1519646.87
"state38","female","without_children","care","formal","health","active",4871390.05714286,173637.09
"state46","female","without_children","care","formal","health","active",7698697.02857143,224246.84
"state31","female","without_children","care","formal","health","active",14410593.6,459438.1
"state20","female","without_children","care","formal","health","active",29035760.0571429,707781
"state10","female","without_children","care","formal","health","active",8095016.65714286,266371.32
"state24","female","without_children","care","formal","health","active",36900806.7428571,1509432.49
"state11","female","without_children","care","formal","health","active",7412816.57142857,223310.58
"state51","female","without_children","care","formal","health","active",54451419.8571429,2099460.26
"state54","female","without_children","care","formal","health","active",10722496.7142857,445493.3
"state37","female","without_children","care","formal","health","active",61217832.7714286,2801083.52
"state45","female","without_children","care","formal","health","active",34312557.7714286,1336837.49
"state13","female","without_children","care","formal","health","active",57261367.6285714,2710740.42
"state12","female","without_children","care","formal","health","active",155689217.914286,5998158.4
"state21","female","without_children","care","formal","health","active",36783754.8857143,1162108.73
"state47","female","without_children","care","formal","health","active",47965661.7428571,1754660.8
"state01","female","without_children","care","formal","health","active",34061786.0571429,1311147.06
"state28","female","without_children","care","formal","health","active",20785481.9142857,735307.3
"state05","female","without_children","care","formal","health","active",22160868.3428571,736075.6
"state22","female","without_children","care","formal","health","active",30307313.0571429,1071847.81
"state40","female","without_children","care","formal","health","active",34656461.6571429,987847.14
"state48","female","without_children","care","formal","health","active",154228811.657143,6567935.32
"state30","female","without_children","care","formal","health","active",9644655.77142857,294271.92
"state16","female","without_children","care","formal","health","active",7833210.68571429,438131.2
"state56","female","without_children","care","formal","health","active",4332982.71428571,134037.24
"state08","female","without_children","care","formal","health","active",44242666.6285714,1446028.63
"state35","female","without_children","care","formal","health","active",10155389.6571429,521733.75
"state04","female","without_children","care","formal","health","active",56725927.4571429,1895835.46
