"date","geo_level","category_id","subcategory_id","formal_care_labor_force","formal_care_labor_force_proportion","formal_care_time","formal_care_time_proportion","formal_value","formal_value_proportion"
1999-01-01,"state44","overall","overall",109845.08,0.15003823653617,NA,NA,NA,NA
1999-01-01,"state45","overall","overall",396876.96,0.139008460481592,NA,NA,NA,NA
1999-01-01,"state46","overall","overall",99472.89,0.190881967466729,NA,NA,NA,NA
1999-01-01,"state47","overall","overall",618169.48,0.150025136761083,NA,NA,NA,NA
1999-01-01,"state48","overall","overall",2392431.4,0.168301176712279,NA,NA,NA,NA
1999-01-01,"state49","overall","overall",244278.59,0.170322188577175,NA,NA,NA,NA
1999-01-01,"state50","overall","overall",87410.41,0.196998710217789,NA,NA,NA,NA
1999-01-01,"state51","overall","overall",740189.22,0.147207211411233,NA,NA,NA,NA
1999-01-01,"state53","overall","overall",665478.39,0.157545619389516,NA,NA,NA,NA
1999-01-01,"state54","overall","overall",225521.65,0.160975562158354,NA,NA,NA,NA
1999-01-01,"state55","overall","overall",690961.36,0.179622748154112,NA,NA,NA,NA
1999-01-01,"state56","overall","overall",74652.14,0.210376354905361,NA,NA,NA,NA
2000-01-01,"state01","overall","overall",499767.92,0.151867399423157,NA,NA,NA,NA
2000-01-01,"state02","overall","overall",75362.44,0.17753390585222,NA,NA,NA,NA
2000-01-01,"state04","overall","overall",578338.22,0.166387041460908,NA,NA,NA,NA
2000-01-01,"state05","overall","overall",266354.33,0.142230985784507,NA,NA,NA,NA
2000-01-01,"state06","overall","overall",3860363.29,0.157286162061258,NA,NA,NA,NA
2000-01-01,"state08","overall","overall",540714.32,0.176729032724375,NA,NA,NA,NA
2000-01-01,"state09","overall","overall",419023.3,0.173234888800217,NA,NA,NA,NA
2000-01-01,"state10","overall","overall",103564.92,0.183913131775348,NA,NA,NA,NA
2000-01-01,"state11","overall","overall",57083.28,0.140877653381665,NA,NA,NA,NA
2000-01-01,"state12","overall","overall",1730707.14,0.150229819296147,NA,NA,NA,NA
2000-01-01,"state13","overall","overall",961638.69,0.167883628226014,NA,NA,NA,NA
2000-01-01,"state15","overall","overall",198606.31,0.223364090806067,NA,NA,NA,NA
2000-01-01,"state16","overall","overall",133360.18,0.147686063396859,NA,NA,NA,NA
