"year","age","population"
2023,48,4068577.38
2023,49,3724845.37
2023,50,3847811.23
2023,51,4092678.94
2023,52,4492090.18
2023,53,4201197.45
2023,54,3831370.67
2023,55,3690559.99
2023,56,4015268.55
2023,57,4160816.5
2023,58,4179219.32
2023,59,4333779.73
2023,60,4372411.36
2023,61,4085661.42
2023,62,4252339.22
2023,63,4042331.48
2023,64,4254459.19
2023,65,3994514.26
2023,66,3732337.61
2023,67,3632387.98
2023,68,3622335.04
2023,69,3435017.9
2023,70,3448848.36
2023,71,3165847.09
2023,72,3091598.78
2023,73,2949222.84
2023,74,2943889.47
2023,75,2680926.16
2023,76,2676477.41
2023,77,1894042.38
2023,78,1776986.97
2023,79,1822785.59
2023,80,6970282.39
2023,81,0
2023,82,0
2023,83,0
2023,84,0
2023,85,6046736.42
2024,0,3487958.83
2024,1,3833595.01
2024,2,3650791.18
2024,3,3543599.1
2024,4,3949154.77
2024,5,3814156.96
2024,6,3923362.4
2024,7,4058345.78
2024,8,4104759.74
2024,9,4115785.13
2024,10,3954196.1
2024,11,4232470.05
2024,12,4034343.5
2024,13,4246678.75
2024,14,4285190.99
2024,15,4325019.1
2024,16,4737219.23
2024,17,4472718.14
2024,18,4225752.16
2024,19,4116958.99
2024,20,3953145.96
2024,21,4406009.73
2024,22,4254595.59
2024,23,4377589.21
2024,24,4512879.11
2024,25,4526730.74
2024,26,4030129.42
2024,27,4416042.79
2024,28,4313570.27
2024,29,4330385.06
2024,30,4383875.26
2024,31,4483441.91
2024,32,4760661.08
2024,33,4921624.79
2024,34,4711353.38
2024,35,4559951.23
2024,36,4528245.75
2024,37,4487869.53
2024,38,4533950.68
2024,39,4466546.2
2024,40,4317073.61
2024,41,4377396.92
2024,42,4464580.69
2024,43,4562064.81
2024,44,4023955.89
2024,45,4110340.03
2024,46,4042333.63
2024,47,4043370.34
2024,48,3690595.97
2024,49,3895050.76
2024,50,3798256.65
2024,51,3948423.64
2024,52,4049037.3
2024,53,4283077.9
2024,54,4243176.78
2024,55,4012216.53
2024,56,3712199.78
2024,57,4007764.75
2024,58,4161727.93
2024,59,4161709.9
2024,60,4265103
2024,61,4368069.81
2024,62,4131194.12
2024,63,4219594.67
2024,64,4178891.06
2024,65,4021422.7
2024,66,3889163.26
2024,67,3853072.38
2024,68,3738904.49
2024,69,3676891.86
2024,70,3331069.98
2024,71,3239973.16
2024,72,3193441.76
2024,73,2961065.28
2024,74,2912684.09
2024,75,2741536.84
2024,76,2570503.02
2024,77,2571636.46
2024,78,1840380.9
2024,79,1725688.62
2024,80,7128550.62
2024,81,0
2024,82,0
2024,83,0
2024,84,0
2024,85,5848639.59
