"activity_id","geo_level","provider_attention","provision_interval","population"
"using-home-maint-repair-d-cor-construction-svcs","state42","active",10913579.1775769,51970.3314123441
"using-home-maint-repair-d-cor-construction-svcs","state06","active",7209703.2494118,104979.525135735
"using-home-maint-repair-d-cor-construction-svcs","state17","active",2955844.74550397,37323.9346779518
"using-home-maint-repair-d-cor-construction-svcs","state12","active",3898597.6884491,76679.363056977
"using-home-maint-repair-d-cor-construction-svcs","state09","active",3267385.89056198,19817.551323229
"using-home-maint-repair-d-cor-construction-svcs","state26","active",8024729.99744437,56071.1791213934
"using-home-maint-repair-d-cor-construction-svcs","state10","active",102827.453315425,2285.05451812055
"using-home-maint-repair-d-cor-construction-svcs","state39","active",4196045.88831397,48557.2228171189
"using-home-maint-repair-d-cor-construction-svcs","state35","active",718140.77046109,21498.1781791501
"using-home-maint-repair-d-cor-construction-svcs","state08","active",206356.024920822,6878.5341640274
"using-home-maint-repair-d-cor-construction-svcs","state37","active",2034477.36067143,34162.9201763063
"using-home-maint-repair-d-cor-construction-svcs","state13","active",3188993.95539061,42605.6353723649
"using-home-maint-repair-d-cor-construction-svcs","state45","active",673712.079124364,17634.9589578833
"using-home-maint-repair-d-cor-construction-svcs","state36","active",3636650.66774178,62746.6664806225
"using-home-maint-repair-d-cor-construction-svcs","state47","active",2667184.54762898,35177.4022505781
"using-home-maint-repair-d-cor-construction-svcs","state51","active",2730244.00148647,32558.7068345699
"using-home-maint-repair-d-cor-construction-svcs","state34","active",2328329.20882643,37304.0848114915
"using-home-maint-repair-d-cor-construction-svcs","state55","active",3546031.13112414,24633.6937482471
"using-home-maint-repair-d-cor-construction-svcs","state53","active",2096143.04106085,38213.6966061699
"using-home-maint-repair-d-cor-construction-svcs","state48","active",5848022.55573985,91285.6681036482
"using-home-maint-repair-d-cor-construction-svcs","state16","active",1248733.19717015,13955.4654862186
"using-home-maint-repair-d-cor-construction-svcs","state29","active",290008.043316307,8989.99779506137
"using-home-maint-repair-d-cor-construction-svcs","state28","active",2153064.70095304,19343.5999560455
"using-home-maint-repair-d-cor-construction-svcs","state31","active",778529.00938071,22248.197087754
"using-home-maint-repair-d-cor-construction-svcs","state40","active",2447994.28640831,37164.4387812597
"using-home-maint-repair-d-cor-construction-svcs","state04","active",1462146.35567759,18855.5202323085
"using-home-maint-repair-d-cor-construction-svcs","state24","active",1516296.62094586,6900.15365223507
"using-home-maint-repair-d-cor-construction-svcs","state27","active",634005.684087797,14414.6385385721
"using-home-maint-repair-d-cor-construction-svcs","state30","active",52718.5513491863,3514.57008994575
"using-home-maint-repair-d-cor-construction-svcs","state23","active",122810.831014252,5513.40802838301
"using-home-maint-repair-d-cor-construction-svcs","state15","active",46689.2328969534,1556.30776323178
"using-home-maint-repair-d-cor-construction-svcs","state22","active",114743.711238724,5961.71417687069
"using-home-maint-repair-d-cor-construction-svcs","state01","active",778053.777486592,12002.9881204027
"using-home-maint-repair-d-cor-construction-svcs","state32","active",970044.597649775,2694.56832680493
"using-home-maint-repair-d-cor-construction-svcs","state21","active",105069.525508784,3502.31751695945
"using-home-maint-repair-d-cor-construction-svcs","state05","active",212631.440404751,8347.90471692548
"using-home-maint-repair-d-cor-construction-svcs","state38","active",233575.533064636,3892.92555107726
"using-home-maint-repair-d-cor-construction-svcs","state20","active",445429.703053584,16527.8258752471
"using-home-maint-repair-d-cor-construction-svcs","state50","active",178408.423174192,3964.63162609315
"using-home-maint-repair-d-cor-construction-svcs","state19","active",421701.469631277,3514.17891359397
"using-home-maint-repair-d-cor-construction-svcs","state56","active",1899788.29278296,7666.91846147562
"using-home-maint-repair-d-cor-construction-svcs","state11","active",95043.8890471233,1900.87778094247
"using-home-services","state48","active",979174.653150929,5934.39183727836
"using-home-services","state37","active",1093613.28688152,6627.95931443343
"using-home-services","state42","active",29897.752582663,2989.7752582663
"using-home-services","state09","active",56359.1769388274,3757.27846258849
"using-home-services","state19","active",206978.191679014,3449.63652798356
"using-home-services","state05","active",225868.034396844,1882.2336199737
"using-home-services","state40","active",131241.141385496,4374.70471284986
"using-home-services","state21","active",247861.299118488,2754.01443464986
"using-home-services","state12","active",703866.058126027,11731.1009687671
"using-home-services","state47","active",129380.685650252,3696.59101857863
"using-in-home-health-and-care-services","state39","active",898946.049554704,10180.1043339112
"using-in-home-health-and-care-services","state29","active",260453.227047732,7832.38977660932
"using-in-home-health-and-care-services","state36","active",1272453.523057,16052.0817067633
"using-in-home-health-and-care-services","state12","active",815606.023008658,11907.8043712647
"using-in-home-health-and-care-services","state40","active",2279606.67896227,7585.86963101918
"using-in-home-health-and-care-services","state48","active",1715659.5348753,13890.9481835786
"using-in-home-health-and-care-services","state06","active",2971009.6016766,33260.3782399984
"using-in-home-health-and-care-services","state42","active",767437.723183795,15267.6954894499
"using-in-home-health-and-care-services","state53","active",182375.734247836,3039.59557079726
"using-in-home-health-and-care-services","state22","active",270567.953367386,4509.46588945644
"using-in-home-health-and-care-services","state37","active",242782.204549636,5395.16010110301
"using-in-home-health-and-care-services","state27","active",476872.263022833,6990.76365256274
"using-in-home-health-and-care-services","state13","active",414651.152415551,6910.85254025918
"using-in-home-health-and-care-services","state32","active",381293.53856377,3177.44615469808
"using-in-home-health-and-care-services","state34","active",2282993.70982197,19032.2721199616
"using-in-home-health-and-care-services","state49","active",229105.225015101,3818.42041691836
"using-in-home-health-and-care-services","state21","active",510864.869694641,4257.20724745534
"using-in-home-health-and-care-services","state04","active",214636.294627496,7154.54315424986
"using-in-home-health-and-care-services","state41","active",302987.176104526,2524.89313420438
"using-in-home-health-and-care-services","state47","active",116439.25286257,3881.30842875233
"using-in-home-health-and-care-services","state55","active",443075.71379663,5907.67618395507
"using-in-home-health-and-care-services","state35","active",120529.030160811,2678.42289246247
"using-in-home-health-and-care-services","state26","active",1043131.69683591,7748.55946747562
"using-in-home-health-and-care-services","state16","active",4996569.16913859,17723.185145051
"using-in-home-health-and-care-services","state45","active",151352.566637589,1261.27138864658
"using-in-home-health-and-care-services","state51","active",338517.682132932,5641.96136888219
"using-in-home-health-and-care-services","state56","active",1211572.36807253,10096.4364006044
"using-in-home-health-and-care-services","state25","active",347353.496670674,3859.48329634082
"using-interior-cleaning-services","state36","active",339643.984231923,7547.64409404274
"using-interior-cleaning-services","state13","active",964440.114579353,5845.09160351123
"using-interior-cleaning-services","state11","active",107413.629953085,10741.3629953085
"using-interior-cleaning-services","state12","active",193642.23144254,15130.4896696148
"using-interior-cleaning-services","state48","active",435122.88444005,6089.79661991781
"using-interior-cleaning-services","state08","active",15548.0909566795,1554.80909566795
"using-interior-cleaning-services","state06","active",31002.7098191342,2066.84732127562
"using-interior-cleaning-services","state42","active",6006.13886592603,6006.13886592603
"using-interior-cleaning-services","state17","active",217890.500518888,12131.243349383
"using-interior-cleaning-services","state49","active",328265.84220263,2735.54868502192
"using-interior-cleaning-services","state15","active",48783.917445074,1626.13058150247
"using-lawn-and-garden-services","state18","active",12550.3205364384,1255.03205364384
"using-lawn-and-garden-services","state13","active",667473.392326577,21512.9252817205
"using-lawn-and-garden-services","state53","active",378525.81345623,3605.00774720219
"using-lawn-and-garden-services","state06","active",1451910.61985566,27196.8988024351
"using-lawn-and-garden-services","state48","active",1757619.29624821,31555.1674829529
"using-lawn-and-garden-services","state19","active",73776.8846576986,2951.07538630795
"using-lawn-and-garden-services","state41","active",99961.0235521918,3998.44094208767
"using-lawn-and-garden-services","state12","active",278178.399946244,5252.27491731507
"using-lawn-and-garden-services","state25","active",21638.9372462877,4327.78744925753
"using-lawn-and-garden-services","state42","active",492348.828619463,14525.882673434
"using-lawn-and-garden-services","state51","active",275823.283955622,11698.4958752071
"using-lawn-and-garden-services","state39","active",245230.078709507,1634.86719139671
"using-lawn-and-garden-services","state04","active",499745.127320877,16658.1709106959
"using-lawn-and-garden-services","state36","active",1436.38841698192,1436.38841698192
"using-lawn-and-garden-services","state35","active",66618.3991209205,2220.61330403068
"using-lawn-and-garden-services","state28","active",84704.4346420438,2823.48115473479
"using-lawn-and-garden-services","state22","active",63602.5513630356,1817.21575322959
"using-lawn-and-garden-services","state24","active",698942.789360137,13958.485799754
"using-legal-services","state34","active",1140862.44257329,24790.7340537918
"using-legal-services","state41","active",788236.140182455,11052.3941899786
"using-legal-services","state17","active",401720.993399967,13390.6997799989
"using-legal-services","state09","active",1122032.58377785,12467.0287086427
"using-legal-services","state37","active",847930.856924121,7066.09047436767
"using-legal-services","state12","active",714123.565816701,10155.9026344236
"using-legal-services","state47","active",184799.131109762,12319.9420739841
"using-legal-services","state13","active",1610700.7601842,17896.6751131578
"using-legal-services","state25","active",280830.406821781,3120.33785357534
"using-legal-services","state06","active",237100.971447255,7903.36571490849
"using-legal-services","state24","active",161875.929963847,5395.86433212822
"using-legal-services","state21","active",46522.4349983671,2326.12174991836
"using-legal-services","state49","active",242709.45170994,12135.472585497
"using-legal-services","state42","active",179326.52396806,5977.55079893534
"using-legal-services","state26","active",680977.274007271,10228.0210090208
"using-legal-services","state48","active",452739.2649024,7545.65441504
"using-meal-preparation-services","state36","active",238617.138475786,11098.7409383775
"using-meal-preparation-services","state10","active",350908.228599156,5848.4704766526
"using-paid-childcare-services","state47","active",59181.5584288658,5918.15584288658
"using-paid-childcare-services","state12","active",120283.846974082,6014.19234870411
"using-paid-childcare-services","state42","active",201403.217606049,10848.7394626236
"using-paid-childcare-services","state06","active",262991.839993668,14785.095492023
"using-paid-childcare-services","state36","active",51826.5818032356,3455.10545354904
"using-paid-childcare-services","state29","active",226309.321028822,9052.37284115288
"using-paid-childcare-services","state25","active",59032.7589121315,1967.75863040438
"using-paid-childcare-services","state27","active",121759.439703288,8117.29598021918
"using-paid-childcare-services","state37","active",144567.489856164,7228.37449280822
"using-paid-childcare-services","state08","active",45826.8618270767,9165.37236541534
"using-paid-childcare-services","state34","active",59139.5994826652,13661.4493858915
"using-paid-childcare-services","state41","active",32316.4095553699,1292.65638221479
"using-paid-childcare-services","state45","active",44950.4827814685,8990.0965562937
"using-paid-childcare-services","state26","active",123060.782510658,5953.19112781315
"using-paid-childcare-services","state53","active",88919.691772537,5927.97945150247
"using-paid-childcare-services","state17","active",99592.8458011671,9959.28458011671
"using-paid-childcare-services","state55","active",30135.7737958575,3013.57737958575
"using-paid-childcare-services","state51","active",101435.165916723,6762.34439444822
"using-paid-childcare-services","state20","active",92637.5348640219,9263.75348640219
"using-paid-childcare-services","state11","active",10092.6983602115,10092.6983602115
"using-personal-care-services","state12","active",12852368.2901391,197196.559796501
"using-personal-care-services","state27","active",1187266.31299407,26792.5132250214
"using-personal-care-services","state04","active",6491123.59508454,119549.356903262
"using-personal-care-services","state35","active",938277.542581864,17620.5607298186
"using-personal-care-services","state48","active",25106179.1326787,302537.534365004
"using-personal-care-services","state16","active",2108876.36207739,29188.2008150937
"using-personal-care-services","state34","active",6513388.13500453,81008.0718383638
"using-personal-care-services","state47","active",4451338.04098925,79126.4599387112
"using-personal-care-services","state53","active",3724360.35654874,47131.8623621173
"using-personal-care-services","state55","active",4023721.57771924,74805.4539838252
"using-personal-care-services","state26","active",6544627.50594094,72341.9409836877
"using-personal-care-services","state25","active",2947692.01900388,73417.5173089414
"using-personal-care-services","state09","active",4136412.32821603,50916.385539251
"using-personal-care-services","state13","active",14145244.0113637,104846.692570308
"using-personal-care-services","state24","active",8051093.85773537,88225.7763202997
"using-personal-care-services","state19","active",1576335.94704686,41145.5676274093
"using-personal-care-services","state45","active",4975624.96725879,78085.7414386378
"using-personal-care-services","state06","active",29255690.0314402,325504.699293438
"using-personal-care-services","state18","active",6483046.8298374,86298.4101020559
"using-personal-care-services","state20","active",1704380.4528706,25389.9930432099
"using-personal-care-services","state39","active",12862701.5733536,144614.04893147
"using-personal-care-services","state32","active",3517645.72676316,26079.3867727693
"using-personal-care-services","state17","active",10334847.1201149,162299.554935105
"using-personal-care-services","state40","active",2173073.01511667,33822.354980989
"using-personal-care-services","state51","active",7368846.20777682,88803.0342416121
"using-personal-care-services","state37","active",5199784.70859971,69724.83983868
"using-personal-care-services","state22","active",4402467.31377279,43049.9331043107
"using-personal-care-services","state36","active",17799444.0664045,175163.35302373
"using-personal-care-services","state42","active",9210932.24057171,135838.745986356
"using-personal-care-services","state01","active",2366778.65319077,33025.3868145847
"using-personal-care-services","state08","active",5717150.02523259,76262.0544414175
"using-personal-care-services","state11","active",397391.191303184,10158.7896500219
"using-personal-care-services","state21","active",2244359.91197488,26318.9733687025
"using-personal-care-services","state23","active",555758.114928563,15856.375210749
"using-personal-care-services","state28","active",2819901.2761928,45274.1795679074
"using-personal-care-services","state05","active",4736368.5998359,62212.2767356789
"using-personal-care-services","state29","active",6459303.53847635,72367.0126032296
"using-personal-care-services","state15","active",8394727.74539359,56622.3816562455
"using-personal-care-services","state41","active",4026614.40256731,51465.9246164888
"using-personal-care-services","state46","active",400905.829646093,4447.20531073644
"using-personal-care-services","state30","active",765337.805333721,12333.1506107956
"using-personal-care-services","state10","active",1206107.35155145,16938.925342046
"using-personal-care-services","state33","active",1160147.35245243,26862.234588863
"using-personal-care-services","state31","active",703780.808103715,2932.42003376548
"using-personal-care-services","state54","active",999406.671006411,14740.2873782236
"using-personal-care-services","state02","active",349904.271661364,4998.63245230521
"using-personal-care-services","state49","active",929349.99242403,23975.7609346734
"using-personal-care-services","state50","active",226109.371657512,3768.48952762521
"using-police-and-fire-services","state40","active",1134675.57760807,6303.7532089337
"using-police-and-fire-services","state55","active",19734.2574712247,3946.85149424493
"using-police-and-fire-services","state51","active",43375.6971611178,2168.78485805589
"using-police-and-fire-services","state48","active",403502.542473416,17944.9205080745
"using-police-and-fire-services","state47","active",253922.626504327,2351.13543059562
"using-police-and-fire-services","state06","active",209166.116293003,14461.4254163266
"using-police-and-fire-services","state05","active",13976.6791354192,1397.66791354192
"using-police-and-fire-services","state24","active",167431.168604384,2790.51947673973
"using-police-and-fire-services","state08","active",1096956.0108468,12188.40012052
"using-police-and-fire-services","state12","active",10320.5717909721,5160.28589548603
"using-police-and-fire-services","state09","active",49985.7720644274,2499.28860322137
"using-police-and-fire-services","state29","active",125389.042783534,12538.9042783534
"using-social-services","state36","active",1333218.87078023,27043.0029306888
"using-social-services","state24","active",128008.110054268,6400.40550271342
"using-social-services","state39","active",592445.633073436,23147.4912395688
"using-social-services","state18","active",1248335.44103403,19958.7293075792
"using-social-services","state54","active",143540.980854978,9569.39872366521
"using-social-services","state51","active",163952.477616181,3643.38839147068
"using-social-services","state06","active",33431.259360789,3343.1259360789
"using-social-services","state41","active",139326.766674904,4644.22555583014
"using-social-services","state13","active",308202.170150882,7705.05425377206
"using-social-services","state22","active",19172.6485614603,3834.52971229206
"using-social-services","state48","active",308806.820542216,4750.87416218794
"using-social-services","state12","active",122006.085075551,2033.43475125918
"using-social-services","state26","active",81637.7933939726,4081.88966969863
"using-social-services","state40","active",111644.334970258,5582.21674851288
"using-social-services","state55","active",535614.359153441,17853.8119717814
"using-vehicle-maintenance-or-repair-services","state27","active",2619566.16800801,60959.0740450778
"using-vehicle-maintenance-or-repair-services","state51","active",6154704.70332159,124836.108117605
"using-vehicle-maintenance-or-repair-services","state26","active",750930.216891655,55703.5306542542
"using-vehicle-maintenance-or-repair-services","state36","active",9193660.18054221,135404.21692243
"using-vehicle-maintenance-or-repair-services","state34","active",1677057.36862661,93789.2551288794
"using-vehicle-maintenance-or-repair-services","state25","active",1711920.62553524,39955.9118461797
"using-vehicle-maintenance-or-repair-services","state44","active",112380.62967023,7492.04197801534
"using-vehicle-maintenance-or-repair-services","state23","active",813649.406579663,25949.222794863
"using-vehicle-maintenance-or-repair-services","state05","active",622187.104556608,7602.74171208712
"using-vehicle-maintenance-or-repair-services","state06","active",15095987.8956976,227507.497642475
"using-vehicle-maintenance-or-repair-services","state48","active",7479155.07158581,203090.07273854
"using-vehicle-maintenance-or-repair-services","state12","active",7546701.71488129,116427.773600522
"using-vehicle-maintenance-or-repair-services","state53","active",2551354.39520175,67239.3196346685
"using-vehicle-maintenance-or-repair-services","state54","active",690461.997587545,18398.4023414367
"using-vehicle-maintenance-or-repair-services","state04","active",2296413.2661397,70327.9373683994
"using-vehicle-maintenance-or-repair-services","state47","active",5594873.78815692,56576.3232717074
"using-vehicle-maintenance-or-repair-services","state40","active",712879.449240258,17037.7077585556
"using-vehicle-maintenance-or-repair-services","state19","active",902463.890873168,30988.9612071474
"using-vehicle-maintenance-or-repair-services","state20","active",1924620.90692785,38909.5996352756
"using-vehicle-maintenance-or-repair-services","state31","active",41555.7621080794,2770.38414053863
"using-vehicle-maintenance-or-repair-services","state18","active",1943813.83083839,51411.2985781523
"using-vehicle-maintenance-or-repair-services","state09","active",67517.779857389,7195.92730461589
"using-vehicle-maintenance-or-repair-services","state01","active",1556035.04047428,30550.6800322142
"using-vehicle-maintenance-or-repair-services","state30","active",166379.238655627,4400.62233844603
"using-vehicle-maintenance-or-repair-services","state39","active",2980934.07791989,121363.723064841
"using-vehicle-maintenance-or-repair-services","state37","active",4114140.61941695,97560.6260465496
"using-vehicle-maintenance-or-repair-services","state49","active",279967.932470855,25273.5797030532
"using-vehicle-maintenance-or-repair-services","state29","active",1181393.04947763,39744.3564467353
"using-vehicle-maintenance-or-repair-services","state42","active",4505213.92101,76465.6684297874
"using-vehicle-maintenance-or-repair-services","state32","active",116398.659381847,6612.24396397151
"using-vehicle-maintenance-or-repair-services","state45","active",839406.052200964,31605.3240597293
"using-vehicle-maintenance-or-repair-services","state41","active",2033386.23670735,44096.3140728285
"using-vehicle-maintenance-or-repair-services","state33","active",895114.154836951,10172.7125414581
"using-vehicle-maintenance-or-repair-services","state24","active",2539213.23831496,46144.1967566493
"using-vehicle-maintenance-or-repair-services","state55","active",2179790.94138189,25689.7809811814
"using-vehicle-maintenance-or-repair-services","state21","active",2512177.17309984,47892.3681675036
"using-vehicle-maintenance-or-repair-services","state13","active",3362733.81635985,42830.0539025715
"using-vehicle-maintenance-or-repair-services","state22","active",1812256.25453973,44783.6496608186
"using-vehicle-maintenance-or-repair-services","state17","active",2242013.88737885,80627.6986915063
"using-vehicle-maintenance-or-repair-services","state08","active",1111468.42658455,59784.4023443578
"using-vehicle-maintenance-or-repair-services","state15","active",201593.61763227,12644.4500743145
"using-vehicle-maintenance-or-repair-services","state11","active",277128.737262921,9237.62457543069
"using-vehicle-maintenance-or-repair-services","state50","active",315591.295135326,18351.9141183573
"using-vehicle-maintenance-or-repair-services","state28","active",1001703.5514485,21847.6456425392
"using-vehicle-maintenance-or-repair-services","state35","active",1339525.61252058,19856.2126356712
"using-vehicle-maintenance-or-repair-services","state10","active",2523035.14045386,6502.66788776767
"using-veterinary-services","state06","active",8924343.22629575,129902.873061781
"using-veterinary-services","state13","active",5648600.87765814,51772.1721859512
"using-veterinary-services","state51","active",2255585.40120914,12977.9028519934
"using-veterinary-services","state17","active",1138441.41299191,9487.0117749326
"using-veterinary-services","state18","active",185050.053526641,9252.50267633205
"using-veterinary-services","state22","active",508946.90844357,7630.09442574849
"using-veterinary-services","state01","active",454669.942650718,12927.9783706904
"using-veterinary-services","state26","active",133043.100189205,6652.15500946027
"using-veterinary-services","state08","active",753326.546930396,16214.9666507255
"using-veterinary-services","state12","active",1145146.15080836,37909.8297530614
"using-veterinary-services","state39","active",1710137.71438371,44009.1011911381
"using-veterinary-services","state05","active",125445.264312427,4181.50881041425
"using-veterinary-services","state20","active",836404.734006641,7489.86438440329
"using-veterinary-services","state53","active",3854425.91715466,17540.890817509
"using-veterinary-services","state24","active",1735727.24595861,23317.048781886
"using-veterinary-services","state42","active",2755502.50194471,58618.7773890679
"using-veterinary-services","state36","active",2518611.36765289,58125.4711941825
"using-veterinary-services","state27","active",978977.928679315,20330.9896914564
"using-veterinary-services","state19","active",30219.6987043288,1510.98493521644
"using-veterinary-services","state49","active",429775.5524112,7162.92587352
"using-veterinary-services","state35","active",448369.369309578,4852.3290378389
"using-veterinary-services","state04","active",26713.5921698329,5342.71843396658
"using-veterinary-services","state32","active",63176.5465533068,12635.3093106614
"using-veterinary-services","state50","active",43357.1585945753,2890.47723963836
"using-veterinary-services","state47","active",399611.500836784,7568.99671680712
"using-veterinary-services","state56","active",371013.673276997,6183.56122128329
"using-veterinary-services","state55","active",314900.379655208,15997.4725527825
"using-veterinary-services","state45","active",197773.011437695,7606.65428606521
"using-veterinary-services","state38","active",329056.782168373,4113.20977710466
"using-veterinary-services","state48","active",4188728.43794503,63930.6828897573
"using-veterinary-services","state46","active",591465.816353753,11559.6319268142
"using-veterinary-services","state21","active",819473.456544449,31637.9415262838
"using-veterinary-services","state41","active",513825.551741748,14042.501598606
"using-veterinary-services","state29","active",114589.392855731,7639.29285704877
"using-veterinary-services","state33","active",762133.428949593,8107.80243563397
"using-veterinary-services","state37","active",1512329.25416718,20006.815315977
"vehicle-repair","state48","active",60326763.7140438,476913.802136879
"vehicle-repair","state26","active",19058753.5987095,159527.668913418
"vehicle-repair","state06","active",59257934.4857466,595445.06147703
"vehicle-repair","state27","active",18305935.8465698,163390.255798974
"vehicle-repair","state29","active",7759753.74585489,89589.5019802203
"vehicle-repair","state42","active",12888533.0385227,214539.758563838
"vehicle-repair","state51","active",14674093.9547624,177348.879167225
"vehicle-repair","state37","active",11451285.3961217,164994.476603756
"vehicle-repair","state18","active",16306565.0047505,173203.540475578
"vehicle-repair","state01","active",25289930.0932221,161203.251616793
"vehicle-repair","state19","active",6431010.89247837,84050.8279853655
"vehicle-repair","state02","active",585579.243158871,14664.4547292893
"vehicle-repair","state36","active",16621635.0249123,149580.194482924
"vehicle-repair","state54","active",9977263.66537123,79972.7991816789
"vehicle-repair","state55","active",22754295.0220337,215499.132088139
"vehicle-repair","state39","active",33700119.1805694,288413.232800795
"vehicle-repair","state05","active",12281273.8875134,77161.544317829
"vehicle-repair","state12","active",39070885.8394853,295354.183675155
"vehicle-repair","state22","active",8042761.96518986,107451.784634781
"vehicle-repair","state04","active",11102493.0131525,113169.75145967
"vehicle-repair","state08","active",14394635.7294854,211463.152426027
"vehicle-repair","state33","active",4095242.22086296,20894.1655152071
"vehicle-repair","state49","active",10725358.2606063,99234.2308836395
"vehicle-repair","state25","active",2835020.93439703,57610.4874188274
"vehicle-repair","state41","active",12818238.1524166,105137.127002968
"vehicle-repair","state10","active",3352158.98562629,10858.1375642575
"vehicle-repair","state31","active",3033539.45014151,31116.9667625463
"vehicle-repair","state45","active",8650831.3522553,74257.8669917452
"vehicle-repair","state13","active",8190919.11442509,128698.36337838
"vehicle-repair","state21","active",7943594.03954534,121379.033706499
"vehicle-repair","state53","active",16818867.796953,222974.026382828
"vehicle-repair","state20","active",9000018.56961503,87057.0611411573
"vehicle-repair","state11","active",328935.27512617,12638.0777458323
"vehicle-repair","state17","active",23625988.3834605,249398.709895111
"vehicle-repair","state24","active",6311821.8589685,99643.9288222663
"vehicle-repair","state09","active",9464396.92384761,77883.9707017403
"vehicle-repair","state34","active",12086509.8670796,126581.716811032
"vehicle-repair","state47","active",19622349.1963676,196972.638905368
"vehicle-repair","state16","active",2460399.66888328,41737.8503491386
"vehicle-repair","state28","active",8520842.76662796,52393.6175330625
"vehicle-repair","state56","active",5126699.82901572,44325.9237592236
"vehicle-repair","state30","active",4297564.43728209,60066.8462443458
"vehicle-repair","state50","active",2456503.13573081,17925.1616774997
"vehicle-repair","state15","active",868861.321089732,4827.0073393874
"vehicle-repair","state46","active",2030205.4372096,7901.0178054663
"vehicle-repair","state40","active",10581270.3246005,76806.9802766767
"vehicle-repair","state32","active",2273038.7363792,29633.6434464175
"vehicle-repair","state35","active",15217429.1304449,56633.7647458192
"vehicle-repair","state23","active",8553201.23422467,42326.310815034
"vehicle-repair","state38","active",3385110.38034751,25774.6652066055
"vehicle-repair","state44","active",409495.689218192,11699.8768348055
"volunteering","state25","active",13781787.3271335,122044.39392435
"volunteering","state49","active",25008946.5385993,154601.308283327
"volunteering","state31","active",5646149.73679332,58743.311214137
"volunteering","state19","active",9396478.12466229,76846.0972411562
"volunteering","state48","active",62366551.2883421,383158.10991973
"volunteering","state54","active",5711099.12856792,36978.4354163699
"volunteering","state39","active",43042498.3555397,337977.856984647
"volunteering","state17","active",30926062.0457926,296404.526978351
"volunteering","state06","active",82978330.4085282,559694.380157387
"volunteering","state42","active",42926096.2497379,255701.604622678
"volunteering","state36","active",41165775.610464,255005.358506984
"volunteering","state16","active",7923177.49104293,62178.7950549912
"volunteering","state37","active",22571195.157852,192075.068537042
"volunteering","state34","active",20487729.3468827,174271.777823494
"volunteering","state29","active",12605801.9630154,102408.507810303
"volunteering","state08","active",14955148.8157455,106462.625712829
"volunteering","state26","active",24843075.7026718,226584.920448479
"volunteering","state28","active",10276301.9992316,65876.9352674745
"volunteering","state30","active",8486057.49475843,32146.2569855644
"volunteering","state21","active",20907229.0829921,119130.521313929
"volunteering","state12","active",58203050.7876945,306590.997921511
"volunteering","state51","active",47044844.6343259,200424.153115184
"volunteering","state47","active",17619848.0405054,111621.751105222
"volunteering","state45","active",10045627.9750089,82956.7722188773
"volunteering","state13","active",32804494.1921125,217845.62128052
"volunteering","state35","active",3111438.25016453,21922.1003007638
"volunteering","state32","active",6468271.11341659,46787.175709429
"volunteering","state05","active",7092741.12382439,54452.4623899244
"volunteering","state41","active",10980735.9772427,96076.0610195238
"volunteering","state40","active",17510108.1750265,105348.274677952
"volunteering","state04","active",15780368.0861203,146524.407474119
"volunteering","state18","active",30529607.8397486,161189.246004332
"volunteering","state27","active",15876279.6510241,132403.249899297
"volunteering","state53","active",26601746.7683493,184139.123350987
"volunteering","state20","active",9216536.71257825,92738.8182394827
"volunteering","state09","active",2391209.62651515,21709.0110887545
"volunteering","state01","active",6041263.01316193,74056.9434440625
"volunteering","state55","active",12950189.9151972,98498.8995585047
"volunteering","state24","active",47571429.8075018,220451.632581645
"volunteering","state10","active",3081954.92329108,15023.4150666197
"volunteering","state44","active",484341.556497304,2306.38836427288
"volunteering","state56","active",3765104.67133708,14121.9791162899
"volunteering","state22","active",7750368.12839114,59254.0452159611
"volunteering","state15","active",4368317.43839102,31562.388579577
"volunteering","state38","active",3510862.37231877,11549.0884517058
"volunteering","state23","active",4331516.68881631,31075.4318681852
"volunteering","state11","active",6118161.87675699,85263.0970232071
"volunteering","state02","active",828740.989430099,5235.10509632986
"volunteering","state50","active",1725568.41627739,8358.81874007397
"volunteering","state33","active",1897986.61920256,19080.635060606
"volunteering","state46","active",251140.311202436,2183.82879306466
"waiting-associated-with-children-s-education","state48","active",95313.2090251671,9531.32090251671
"waiting-associated-with-children-s-education","state12","active",2499026.45498416,58718.3840983704
"waiting-associated-with-children-s-education","state36","active",44055.3001009644,4405.53001009644
"waiting-associated-with-children-s-education","state25","active",271367.711523689,11195.3723585195
"waiting-associated-with-helping-adults","state21","active",6736697.84812886,93978.1980527353
"waiting-associated-with-helping-adults","state06","active",10846329.7738378,487733.140553489
"waiting-associated-with-helping-adults","state13","active",7078569.46529301,195363.478175748
"waiting-associated-with-helping-adults","state28","active",1202298.29674084,42980.5936842208
"waiting-associated-with-helping-adults","state36","active",6874434.50117186,275953.208226604
"waiting-associated-with-helping-adults","state55","active",2308700.21482223,69996.6586016197
"waiting-associated-with-helping-adults","state48","active",11261667.0070372,547976.698681232
"waiting-associated-with-helping-adults","state39","active",6458652.85763999,167136.007585984
"waiting-associated-with-helping-adults","state19","active",1560890.56543963,78614.5812668756
"waiting-associated-with-helping-adults","state08","active",3529176.40319914,137738.579106326
"waiting-associated-with-helping-adults","state12","active",7294571.34451138,334087.936021298
"waiting-associated-with-helping-adults","state29","active",3435604.96583908,144408.026057862
"waiting-associated-with-helping-adults","state45","active",1965003.60921925,67352.7914767929
"waiting-associated-with-helping-adults","state17","active",5276231.26377818,139458.92290781
