"activity_id","geo_level","provider_attention","provision_interval","population"
"healthcare-travel","state21","active",9383287.09564507,242594.061590323
"healthcare-travel","state22","active",5904356.93891908,128831.112848056
"healthcare-travel","state51","active",14307151.0948555,318627.682005907
"healthcare-travel","state34","active",14595627.4926369,333601.086726941
"healthcare-travel","state16","active",3276480.58526814,81529.1913447622
"healthcare-travel","state27","active",7362261.83539579,181093.455494336
"healthcare-travel","state11","active",492551.203021386,23235.9615596904
"healthcare-travel","state31","active",7251638.86679218,109670.19273291
"healthcare-travel","state53","active",13947220.7923109,305058.593303584
"healthcare-travel","state28","active",5827783.21423032,149405.563766268
"healthcare-travel","state15","active",822498.766987934,23130.549001731
"healthcare-travel","state02","active",360244.159954535,16510.6782438619
"healthcare-travel","state10","active",4115182.55038889,67596.1700221808
"healthcare-travel","state23","active",1499231.2624872,46568.2762792477
"healthcare-travel","state56","active",1695650.14552345,37058.0645829041
"healthcare-travel","state46","active",484465.098155329,24162.9040893463
"healthcare-travel","state50","active",1910710.8261507,50585.857567137
"healthcare-travel","state33","active",887527.15834046,29876.4589111238
"healthcare-travel","state35","active",2073142.59714337,87950.6455486696
"helping-adults","state41","active",1605612.18169096,32473.3817175304
"helping-adults","state17","active",3368382.27001322,75357.6876551178
"helping-adults","state01","active",3609322.1096671,19078.4475055408
"helping-adults","state36","active",4875589.24994856,47272.5546473233
"helping-adults","state39","active",5512554.22561864,89650.4568182252
"helping-adults","state06","active",8737334.92932875,136177.068981014
"helping-adults","state51","active",1954203.81426135,40661.1636887277
"helping-adults","state37","active",893648.545519389,28267.8420389364
"helping-adults","state24","active",6485571.10736635,61177.2302240093
"helping-adults","state45","active",2038952.8702683,32486.8505705512
"helping-adults","state48","active",7374284.29376953,132350.177180286
"helping-adults","state19","active",1113678.76601737,18391.0149194997
"helping-adults","state55","active",1861368.34676239,24206.5303075293
"helping-adults","state13","active",1976227.50764063,36208.3119440433
"helping-adults","state30","active",482696.986207117,11106.9946706236
"helping-adults","state04","active",3753243.60064663,42395.9054294307
"helping-adults","state40","active",3189787.38147885,11125.6367226959
"helping-adults","state47","active",3309286.25900384,40679.3573131726
"helping-adults","state12","active",4170802.53651821,67461.1737095397
"helping-adults","state34","active",13115956.3053582,122013.17352659
"helping-adults","state18","active",615721.713816499,20848.5077825151
"helping-adults","state46","active",33934.2173528603,3393.42173528603
"helping-adults","state42","active",1935511.3158125,46281.0199573353
"helping-adults","state21","active",1106610.94909717,8980.28521308712
"helping-adults","state35","active",206377.959402625,6088.81965397315
"helping-adults","state20","active",2452722.03211683,34206.5567260707
"helping-adults","state16","active",904892.101762183,8045.19891268658
"helping-adults","state49","active",2109703.64056793,21839.7874647019
"helping-adults","state50","active",481748.614247359,1690.34601490301
"helping-adults","state28","active",712716.719840701,14190.6198101825
"helping-adults","state26","active",3500467.30863565,58085.4352009211
"helping-adults","state27","active",861126.224280592,22341.9498618351
"helping-adults","state29","active",1785215.88544129,25806.249316714
"helping-adults","state23","active",153249.657224564,5108.32190748548
"helping-adults","state09","active",2309103.47289138,8676.58646565644
"helping-adults","state32","active",1701513.62594079,18918.0401253156
"helping-adults","state54","active",3043100.78593144,12679.5866080477
"helping-adults","state53","active",3315162.26879426,32190.1837085096
"helping-adults","state05","active",123202.231321282,7640.6612929326
"helping-adults","state33","active",63720.7483534822,4555.09522346082
"helping-adults","state38","active",1060955.49801842,3593.54814924986
"helping-adults","state22","active",173675.90057086,5789.19668569534
"helping-adults","state25","active",168025.710812997,8401.28554064986
"helping-adults","state08","active",501191.633289847,24026.7477099211
"helping-adults","state44","active",84537.815083989,5635.8543389326
"helping-adults","state31","active",13902.8428036318,6951.42140181589
"helping-with-homework","state48","active",37486957.6412378,640940.948821266
"helping-with-homework","state26","active",3583616.72794601,89172.6405186274
"helping-with-homework","state36","active",21214249.638729,317230.189631971
"helping-with-homework","state08","active",5418909.25808404,101601.331552212
"helping-with-homework","state47","active",6402647.71677283,106139.737868342
"helping-with-homework","state40","active",1952939.10477043,46021.3932196838
"helping-with-homework","state37","active",6725971.31771702,136424.894772706
"helping-with-homework","state39","active",9520720.14021013,181639.452433367
"helping-with-homework","state12","active",21466131.7750329,346446.951675381
"helping-with-homework","state13","active",10072336.1119055,143385.20538979
"helping-with-homework","state29","active",2281462.35962996,68694.5660117463
"helping-with-homework","state31","active",2016092.82397747,66581.1291535786
"helping-with-homework","state25","active",5497472.14152,151929.039994553
"helping-with-homework","state42","active",9712700.03709891,315839.498304216
"helping-with-homework","state06","active",34181311.9742513,584399.942654398
"helping-with-homework","state45","active",2706775.37939062,54324.8366567995
"helping-with-homework","state20","active",2359494.08942385,57467.4077216164
"helping-with-homework","state53","active",9693345.61098006,122678.104607925
"helping-with-homework","state27","active",5286539.421885,94048.3785018795
"helping-with-homework","state18","active",4371369.46645433,142387.158991134
"helping-with-homework","state41","active",3277763.38856913,56149.0533830811
"helping-with-homework","state04","active",5620064.45878848,71373.8934554921
"helping-with-homework","state21","active",2424814.03234211,59559.9889539671
"helping-with-homework","state49","active",4077148.36381911,73916.6776819452
"helping-with-homework","state17","active",11612447.3458061,247048.197562485
"helping-with-homework","state10","active",192779.083813512,3212.98473022521
"helping-with-homework","state44","active",316291.168009874,5271.51946683123
"helping-with-homework","state55","active",7892815.59823486,153527.914986883
"helping-with-homework","state15","active",1074097.81151103,15970.8952292674
"helping-with-homework","state51","active",12322047.8189584,189515.427399265
"helping-with-homework","state32","active",1685308.69839315,28109.8921428712
"helping-with-homework","state22","active",3921183.38681833,82275.8448095058
"helping-with-homework","state35","active",4294604.82026903,44266.7518789841
"helping-with-homework","state09","active",1356393.50961987,23662.8693023819
"helping-with-homework","state19","active",2308769.06872648,57474.5909448022
"helping-with-homework","state34","active",9899008.68245803,200025.521539587
"helping-with-homework","state28","active",1612932.2520583,31818.8430993118
"helping-with-homework","state24","active",3109998.07266892,50242.770628217
"helping-with-homework","state30","active",639675.111510611,20384.970391949
"helping-with-homework","state33","active",615849.954667562,10264.165911126
"helping-with-homework","state16","active",2697475.92156778,61343.1531338767
"helping-with-homework","state01","active",1475879.37892463,61335.3487144088
"helping-with-homework","state46","active",131459.805053469,10652.2522300975
"helping-with-homework","state54","active",1100436.63489283,12712.5081040395
"helping-with-homework","state02","active",757305.923649293,25034.4408075726
"helping-with-homework","state05","active",1171209.32791928,16226.6153487386
"helping-with-homework","state23","active",1306802.02770263,20514.786643486
"helping-with-homework","state56","active",910066.844956011,7583.89037463343
"home-cleaning","state25","active",113828662.040283,1379280.38473594
"home-cleaning","state48","active",538623756.944683,5784077.75505032
"home-cleaning","state55","active",110306339.449774,1215681.23651245
"home-cleaning","state09","active",61409956.8950201,657061.634988509
"home-cleaning","state26","active",183584785.82368,1873038.09157682
"home-cleaning","state06","active",610787789.732945,6789371.00925421
"home-cleaning","state51","active",141691222.424165,1785811.78355508
"home-cleaning","state45","active",89500602.2471998,940658.41802961
"home-cleaning","state08","active",98297417.4189016,972929.939257002
"home-cleaning","state47","active",114047592.035047,1227670.87899859
"home-cleaning","state37","active",150335622.466165,1624044.01723042
"home-cleaning","state54","active",28357476.654106,354662.302622454
"home-cleaning","state17","active",237659636.282828,2485745.00185388
"home-cleaning","state56","active",10452069.1791406,115160.309052576
"home-cleaning","state34","active",164495717.58978,1914230.84382596
"home-cleaning","state36","active",314787833.811653,3450010.32122413
"home-cleaning","state39","active",221897238.578674,2408730.24018717
"home-cleaning","state13","active",178523082.90384,1849966.76647825
"home-cleaning","state12","active",315597462.575763,3392191.41603065
"home-cleaning","state28","active",32340406.7346353,386696.910424701
"home-cleaning","state22","active",70805818.5864369,848467.011143453
"home-cleaning","state49","active",71489472.9742806,704671.095487266
"home-cleaning","state18","active",129992420.243868,1471933.74726837
"home-cleaning","state20","active",42293714.7393523,464386.372657151
"home-cleaning","state21","active",105048933.302729,1034103.26765152
"home-cleaning","state35","active",41640499.4897491,411236.589358371
"home-cleaning","state42","active",203023054.145212,2514369.04175374
"home-cleaning","state04","active",157240541.711478,1428867.96735187
"home-cleaning","state29","active",104866109.510449,1041416.78242044
"home-cleaning","state38","active",14987952.7162818,181941.616256213
"home-cleaning","state31","active",43898398.3804492,440166.157447514
"home-cleaning","state44","active",19838211.9598841,229279.852453687
"home-cleaning","state27","active",102870259.814785,1229267.21652461
"home-cleaning","state01","active",77450135.1873453,862064.708036884
"home-cleaning","state10","active",27894614.4765185,244574.140791066
"home-cleaning","state40","active",59902532.1244962,665605.244302158
"home-cleaning","state32","active",40640881.4997879,428647.34206441
"home-cleaning","state15","active",12726175.6166713,120048.330415952
"home-cleaning","state19","active",39626928.9300333,589833.845972771
"home-cleaning","state24","active",106262530.803198,1261589.14876535
"home-cleaning","state53","active",150286381.774589,1641747.22514656
"home-cleaning","state46","active",9256300.24597617,140570.764286077
"home-cleaning","state02","active",10986894.0649402,106603.824735479
"home-cleaning","state05","active",50375170.2513821,563066.445166145
"home-cleaning","state41","active",78126022.3628406,932380.202377524
"home-cleaning","state30","active",14777264.9520748,159003.520881967
"home-cleaning","state23","active",29303354.9038237,344878.910453348
"home-cleaning","state16","active",29383846.4674278,293049.902857021
"home-cleaning","state33","active",22030980.7122584,296197.46211222
"home-cleaning","state11","active",12834162.1732929,170597.219057518
"home-cleaning","state50","active",9994720.9493045,106214.056372915
"home-exterior-repair","state06","active",24554218.9665981,140004.189880319
"home-exterior-repair","state10","active",899596.043171458,3964.01695335945
"home-exterior-repair","state21","active",15442869.7257614,64453.7390636663
"home-exterior-repair","state37","active",18868631.2995409,102241.547395064
"home-exterior-repair","state55","active",19723689.0443827,114314.405867692
"home-exterior-repair","state17","active",7757239.72021482,46127.4182189008
"home-exterior-repair","state26","active",14789871.6112562,87984.1943348877
"home-exterior-repair","state41","active",2699502.33405263,27165.2519869195
"home-exterior-repair","state48","active",24392776.4769034,180903.137035541
"home-exterior-repair","state51","active",18441005.517511,72553.0690091425
"home-exterior-repair","state36","active",9282686.35089852,52987.7751647321
"home-exterior-repair","state29","active",6808071.3835078,46529.8017262811
"home-exterior-repair","state53","active",14419651.7146605,100608.496952822
"home-exterior-repair","state27","active",15893417.5380443,58844.9705510537
"home-exterior-repair","state19","active",6420180.00107559,40691.6735937584
"home-exterior-repair","state49","active",2984583.01457129,16504.2397235929
"home-exterior-repair","state09","active",1593160.62250976,13929.5912864778
"home-exterior-repair","state39","active",37455893.0808839,125141.008293688
"home-exterior-repair","state40","active",4549219.39785682,25696.8027759742
"home-exterior-repair","state12","active",21346836.7494383,129536.955165631
"home-exterior-repair","state05","active",4872854.2362678,21387.3929693392
"home-exterior-repair","state45","active",8390465.86750183,66533.8037593036
"home-exterior-repair","state30","active",3458774.96927904,27444.7574673578
"home-exterior-repair","state34","active",3692649.42302278,44339.8403879244
"home-exterior-repair","state24","active",3882502.25616098,23490.4872178871
"home-exterior-repair","state28","active",2883706.24719799,17944.4823065847
"home-exterior-repair","state50","active",184873.860052866,2054.1540005874
"home-exterior-repair","state20","active",4454539.11363983,26736.718467091
"home-exterior-repair","state42","active",18323571.7615578,98031.0118259759
"home-exterior-repair","state54","active",1140482.61449447,17183.3726615025
"home-exterior-repair","state32","active",3163102.75836942,14801.0253919638
"home-exterior-repair","state47","active",11548369.2107279,58166.2696438093
"home-exterior-repair","state31","active",4625627.48588315,40981.3373216679
"home-exterior-repair","state04","active",4193722.43126549,46373.1180750455
"home-exterior-repair","state13","active",7687876.184774,47531.7192000334
"home-exterior-repair","state46","active",3024479.26544548,15348.2627254005
"home-exterior-repair","state25","active",3454859.92537767,28507.0750170449
"home-exterior-repair","state23","active",1705450.0219819,14001.4804388296
"home-exterior-repair","state01","active",4670169.32944202,21802.8322946811
"home-exterior-repair","state22","active",5555044.95256676,34837.0711577786
"home-exterior-repair","state33","active",454481.663594918,22201.4185052986
"home-exterior-repair","state16","active",4585782.76395912,13629.9367371907
"home-exterior-repair","state18","active",18687732.9555515,69940.4591802795
"home-exterior-repair","state08","active",4509362.8906652,37175.6948475058
"home-exterior-repair","state38","active",1735041.45852868,7031.33651128274
"home-exterior-repair","state02","active",1276837.91347728,6964.01773197972
"home-exterior-repair","state35","active",2862243.96024322,13716.394991709
"home-exterior-repair","state44","active",5088088.19935854,7888.50883621479
"home-exterior-repair","state11","active",36647.1823234959,3664.71823234959
"home-items-repair","state55","active",4684947.60494728,59346.7298082515
"home-items-repair","state26","active",14982637.2230781,114938.368395459
"home-items-repair","state21","active",3113727.91042592,40543.8013550975
"home-items-repair","state36","active",10581934.7784441,146267.737821466
"home-items-repair","state29","active",2522768.71779766,73693.769883537
"home-items-repair","state05","active",1809893.0923459,19183.8593180405
"home-items-repair","state08","active",2026233.61910103,34968.0041383704
"home-items-repair","state53","active",8258713.46593212,119196.281719351
"home-items-repair","state35","active",1332277.02913345,7722.66014785589
"home-items-repair","state27","active",13505778.0238486,62827.0805680932
"home-items-repair","state39","active",17611017.3180959,178143.871296093
"home-items-repair","state42","active",13688615.9758796,147104.464096308
"home-items-repair","state34","active",1982264.82464297,20430.2502520597
"home-items-repair","state02","active",2737534.07040097,21547.8616371441
"home-items-repair","state06","active",10243655.4520327,138064.322672665
"home-items-repair","state04","active",2393099.037751,45571.7552782559
"home-items-repair","state37","active",20191268.7723615,128907.094782645
"home-items-repair","state47","active",7454338.99175508,53103.9224161249
"home-items-repair","state50","active",1056495.69686984,17653.7234009874
"home-items-repair","state25","active",9259616.96075829,79362.1345246701
"home-items-repair","state32","active",541295.221392632,16460.8628862773
"home-items-repair","state51","active",8754542.58236937,78359.2912818542
"home-items-repair","state48","active",9219082.06146035,96558.7398055096
"home-items-repair","state16","active",1528270.62600779,25183.8964031962
"home-items-repair","state41","active",4825769.25872127,39448.365708846
"home-items-repair","state13","active",629612.334219686,13193.337964766
"home-items-repair","state45","active",3049107.35178825,42080.4211601682
"home-items-repair","state19","active",2517229.95952346,31231.8333166696
"home-items-repair","state40","active",1609922.5332,20002.9194069655
"home-items-repair","state56","active",682772.62067977,9556.52608840931
"home-items-repair","state17","active",1549497.83146865,63488.0350877058
"home-items-repair","state23","active",8664377.8104819,47473.4710484148
"home-items-repair","state33","active",1103371.23396377,32887.9928513463
"home-items-repair","state20","active",2083030.39292428,20225.6769071978
"home-items-repair","state30","active",6965098.43268929,48411.7180032252
"home-items-repair","state46","active",1904100.63962128,20280.215331046
"home-items-repair","state49","active",759655.850515441,22159.0514363677
"home-items-repair","state54","active",2274194.13077511,32034.3932660093
"home-items-repair","state24","active",9283162.37747448,69818.65191892
"home-items-repair","state22","active",2227068.92701705,10894.0668298247
"home-items-repair","state15","active",669219.97254226,1652.39499393151
"home-items-repair","state01","active",1020973.8763444,9853.9418613474
"home-items-repair","state09","active",2810818.39576583,35630.7204764696
"home-items-repair","state18","active",10493751.5881235,49296.9072574318
"home-items-repair","state12","active",10079232.7324822,48738.4306229836
"home-items-repair","state38","active",894963.862202044,15549.1542133474
"home-items-repair","state10","active",416460.575548962,7572.01046452657
"home-items-repair","state31","active",1565574.37785182,2899.21181083671
"home-items-repair","state44","active",73163.0558646575,4877.53705764384
"home-organization","state09","active",12336386.0216663,225101.435872327
"home-organization","state26","active",39254000.838348,706836.328170997
"home-organization","state06","active",81874712.6816009,2005614.71570939
"home-organization","state05","active",9785487.8323276,211711.900629762
"home-organization","state24","active",21094661.2429751,374136.222376306
"home-organization","state13","active",40166200.4687619,706640.993492666
"home-organization","state29","active",28155155.3748213,434712.55410027
"home-organization","state54","active",6272893.50604513,178241.590034551
"home-organization","state18","active",33279267.9829756,562746.347306719
"home-organization","state36","active",51455819.0569369,1318062.08893485
"home-organization","state42","active",61653802.7178396,990222.512559293
"home-organization","state55","active",27041667.6616723,417639.800422432
"home-organization","state35","active",3270771.44128498,112431.835075576
"home-organization","state38","active",1288418.88574629,32210.7327977375
"home-organization","state48","active",84773894.6850865,1689393.01485551
"home-organization","state53","active",21678792.737992,439315.400792115
"home-organization","state12","active",75612154.0666357,1154906.78948715
"home-organization","state37","active",27505130.6793105,603184.655404366
"home-organization","state31","active",7584406.08042047,152435.10088657
"home-organization","state51","active",30985314.3237369,577138.294567631
"home-organization","state45","active",13183534.7165807,329010.419396535
"home-organization","state39","active",52130538.2563216,959515.082934624
"home-organization","state16","active",5444712.77729296,92282.4169597277
"home-organization","state19","active",9928109.08203935,211906.61959732
"home-organization","state34","active",20988546.3654436,593891.446701433
"home-organization","state25","active",25087251.2759691,498895.632590688
"home-organization","state33","active",6929720.43174385,200389.07439995
"home-organization","state04","active",35264497.4878789,537320.936649705
"home-organization","state41","active",14664190.9541632,282612.940264773
"home-organization","state30","active",9452275.6378522,73287.227525366
"home-organization","state08","active",20302159.1111303,393579.587029372
"home-organization","state47","active",29325386.9567731,453215.4665517
"home-organization","state22","active",9480237.94966603,222943.689357604
"home-organization","state23","active",4067866.5493521,85980.16642188
"home-organization","state40","active",13510808.7909633,231316.792212575
"home-organization","state17","active",50939351.865781,872367.706417972
"home-organization","state20","active",11388949.8285008,189230.185362547
"home-organization","state32","active",9445844.50694082,199044.334318189
"home-organization","state49","active",8646087.09574067,152032.524342376
"home-organization","state21","active",19257301.8688477,268269.305007677
"home-organization","state01","active",15515159.6420703,260982.442182553
"home-organization","state56","active",1883288.62847279,46915.5830089967
"home-organization","state10","active",4850315.8570102,71903.9494561359
"home-organization","state27","active",13675474.2241589,324446.092899797
"home-organization","state28","active",11675117.9683217,143432.641509839
"home-organization","state46","active",1845763.79317594,39392.4764104669
"home-organization","state15","active",1804083.45703849,56788.0520388121
"home-organization","state50","active",9973291.55294606,82944.2516917293
"home-organization","state11","active",624061.372357631,40528.4635540471
"home-organization","state02","active",955638.498001342,25575.8397060668
"home-organization","state44","active",1832909.9318626,46384.128577834
"home-schooling-of-children","state36","active",4821038.48444864,42837.7368999425
"home-schooling-of-children","state22","active",40081.9394446466,2004.09697223233
"home-schooling-of-children","state41","active",1707727.76199364,9909.43587169699
"home-schooling-of-children","state39","active",4235833.64838184,43311.3403588104
"home-schooling-of-children","state19","active",1252881.42311764,13349.9527402816
"home-schooling-of-children","state13","active",7435777.84800505,54738.4118995249
"home-schooling-of-children","state54","active",1589805.81251781,3179.61162503562
"home-schooling-of-children","state05","active",5156498.59488523,24138.3372026005
"home-schooling-of-children","state06","active",11146916.2529806,87985.9211474975
"home-schooling-of-children","state17","active",4857462.00629825,29570.9795962734
"home-schooling-of-children","state04","active",1796397.67288434,20670.9395832526
"home-schooling-of-children","state53","active",5706609.48785824,26697.8599819742
"home-schooling-of-children","state21","active",1953236.90550822,6510.7896850274
"home-schooling-of-children","state48","active",6373626.20793354,61786.7560146888
"home-schooling-of-children","state44","active",1289555.63935096,11906.6339987803
"home-schooling-of-children","state26","active",3266085.43226842,12113.1803579249
"home-schooling-of-children","state34","active",2270211.58796242,25264.9328768241
"home-schooling-of-children","state12","active",21497892.1266075,56858.9557987058
"home-schooling-of-children","state27","active",5017606.28340593,17356.5567916937
"home-schooling-of-children","state47","active",150227.564040814,3338.39031201808
"home-schooling-of-children","state56","active",144008.712312066,4800.29041040219
"home-schooling-of-children","state42","active",248325.189741986,5518.33754982192
"home-schooling-of-children","state55","active",6529705.52455683,35434.210293857
"home-schooling-of-children","state51","active",3848377.40984145,31482.1813817315
"home-schooling-of-children","state01","active",1534933.54599001,9040.1691387463
"home-schooling-of-children","state18","active",1551739.30622981,2344.01707889699
"home-schooling-of-children","state24","active",3050578.85220931,41474.7058552564
"home-schooling-of-children","state25","active",1430042.86032003,12026.3438542329
"home-schooling-of-children","state30","active",482324.926616778,5359.16585129753
"home-schooling-of-children","state20","active",393337.351061764,9833.43377654411
"home-schooling-of-children","state40","active",3328016.41185527,10725.1742307627
"home-schooling-of-children","state45","active",976839.138313595,3617.92273449479
"home-schooling-of-children","state49","active",385860.333784668,6431.00556307781
"home-schooling-of-children","state16","active",2510827.83227387,15738.487043623
"home-schooling-of-children","state32","active",262165.554349792,5825.90120777315
"home-schooling-of-children","state35","active",802542.928205983,6687.85773504986
"home-schooling-of-children","state02","active",305013.32253111,6778.07383402466
"home-schooling-of-children","state15","active",1964050.99969299,17228.7708613145
"household-financial-and-organizational-management","state36","active",179443701.749653,2891630.61002428
"household-financial-and-organizational-management","state25","active",73196792.7294262,1372103.60148209
"household-financial-and-organizational-management","state48","active",237253977.99211,4967359.66585902
"household-financial-and-organizational-management","state55","active",63538974.365251,1323336.80938862
"household-financial-and-organizational-management","state01","active",30129575.4702615,692268.000614433
"household-financial-and-organizational-management","state09","active",42384588.9593039,736300.861413462
"household-financial-and-organizational-management","state21","active",38063570.8272975,874542.68896614
"household-financial-and-organizational-management","state51","active",104175967.5214,1990019.84717082
"household-financial-and-organizational-management","state13","active",104394465.822844,1933065.16075433
"household-financial-and-organizational-management","state53","active",85892245.7768787,1806824.86424156
"household-financial-and-organizational-management","state12","active",178627709.119938,3125509.99877867
"household-financial-and-organizational-management","state39","active",139244872.023917,2508024.41393756
"household-financial-and-organizational-management","state19","active",37199895.8701243,804826.702263409
"household-financial-and-organizational-management","state06","active",312297046.79442,5984655.17957276
"household-financial-and-organizational-management","state26","active",79113492.225014,1916894.76392485
"household-financial-and-organizational-management","state56","active",8311981.41980912,130706.974660536
"household-financial-and-organizational-management","state17","active",115817046.622825,2749489.89061291
"household-financial-and-organizational-management","state38","active",16422139.1769748,207293.10399858
"household-financial-and-organizational-management","state28","active",17792582.3002337,428832.977847691
"household-financial-and-organizational-management","state29","active",45198057.6009694,1062545.19202735
"household-financial-and-organizational-management","state54","active",30441223.7426038,533219.184071006
"household-financial-and-organizational-management","state34","active",86371702.8077094,1576080.40189201
"household-financial-and-organizational-management","state24","active",81967635.1900463,1292959.0177709
"household-financial-and-organizational-management","state35","active",19525512.2057813,414353.243200796
"household-financial-and-organizational-management","state18","active",78177492.6880039,1246897.92910696
"household-financial-and-organizational-management","state49","active",29368483.0417297,604738.889533667
"household-financial-and-organizational-management","state23","active",15582453.8010708,303720.719454684
"household-financial-and-organizational-management","state27","active",67632681.3196958,1335745.08965828
"household-financial-and-organizational-management","state08","active",79554587.4748618,1279577.94615977
"household-financial-and-organizational-management","state04","active",75393665.222971,1292933.77337859
"household-financial-and-organizational-management","state37","active",77122349.9515613,1860452.16259022
"household-financial-and-organizational-management","state31","active",21618809.8930763,359189.519371978
"household-financial-and-organizational-management","state47","active",67815288.3160395,1212080.92903278
"household-financial-and-organizational-management","state45","active",43548417.0149337,990022.731728973
"household-financial-and-organizational-management","state20","active",32976241.6883636,693291.868909957
"household-financial-and-organizational-management","state33","active",16384094.5917028,273087.495563449
"household-financial-and-organizational-management","state42","active",118958071.258668,2720676.17842109
"household-financial-and-organizational-management","state44","active",8790755.73461251,176638.418108835
"household-financial-and-organizational-management","state40","active",34044829.3936685,663217.559350555
"household-financial-and-organizational-management","state46","active",5518468.65935578,121978.0391891
"household-financial-and-organizational-management","state02","active",5665461.15623033,105434.519837275
"household-financial-and-organizational-management","state32","active",25818082.0310134,488650.286849978
"household-financial-and-organizational-management","state41","active",56586364.8851976,1051980.49941514
"household-financial-and-organizational-management","state05","active",24254235.9773848,478834.444558803
"household-financial-and-organizational-management","state22","active",31526048.9812422,624926.306144599
"household-financial-and-organizational-management","state11","active",6957013.8369452,176914.972935877
"household-financial-and-organizational-management","state30","active",14554704.1293179,234068.849601932
"household-financial-and-organizational-management","state16","active",17107875.1227521,324482.460288155
"household-financial-and-organizational-management","state10","active",10001457.823487,200009.678751033
"household-financial-and-organizational-management","state15","active",14348617.4143099,167856.883063342
"household-financial-and-organizational-management","state50","active",10006472.5780336,133970.556270978
"hygiene","state48","active",971536817.374829,18246497.1355338
"hygiene","state36","active",582999327.569697,11020626.9315203
"hygiene","state50","active",20399929.3000965,432945.639830468
"hygiene","state25","active",221293036.953152,4440206.54938233
"hygiene","state55","active",180943561.997793,3888761.4993039
"hygiene","state18","active",202082290.214533,4200937.96007901
"hygiene","state51","active",306176559.255957,6074019.1327743
"hygiene","state01","active",151850596.993213,2750189.20589468
"hygiene","state49","active",118838361.843769,2195066.32698236
"hygiene","state09","active",106481696.764605,2119622.6071542
"hygiene","state26","active",299934853.406467,5981932.26826763
"hygiene","state06","active",1032502749.40041,19818842.5357404
"hygiene","state21","active",145796301.114641,2823052.62928748
"hygiene","state34","active",299942609.54812,5668761.65579852
"hygiene","state27","active",198976044.175717,4107875.86414753
"hygiene","state19","active",116748452.608742,2378676.05360559
"hygiene","state13","active",376188449.957134,6936105.97327275
"hygiene","state04","active",216039133.429819,4019571.2941331
"hygiene","state53","active",262316173.251568,5333805.14698388
"hygiene","state41","active",145850439.880553,3126118.40787132
"hygiene","state31","active",56200271.3234988,1229541.36731677
"hygiene","state12","active",614742982.396349,11396117.8999769
"hygiene","state45","active",163728989.921796,3273540.14342922
"hygiene","state39","active",378862817.323748,7775746.20617652
"hygiene","state47","active",222973693.602595,4326227.78691046
"hygiene","state24","active",219222582.468409,4140858.15853305
"hygiene","state29","active",178933966.548005,3929133.0626964
"hygiene","state17","active",449164968.530874,8464482.66071811
"hygiene","state56","active",22663988.7817687,426249.298590591
"hygiene","state40","active",110965836.928926,2354922.55256857
"hygiene","state05","active",100869593.380624,1757600.79228358
"hygiene","state20","active",99253032.3850408,1999713.26574263
"hygiene","state28","active",94089065.10667,1680495.28247651
"hygiene","state33","active",35969915.7797798,813564.280629308
"hygiene","state42","active",389832183.230615,8076355.27686326
"hygiene","state22","active",142522467.009763,2605908.71149599
"hygiene","state37","active",291957719.257509,5916402.10487662
"hygiene","state54","active",55166727.7545285,1142931.25133463
"hygiene","state35","active",71483441.9757669,1307576.85056787
"hygiene","state38","active",26346437.2621186,498470.384759896
"hygiene","state32","active",85599616.2921191,1507147.20612942
"hygiene","state23","active",29729600.8200617,724504.328101001
"hygiene","state08","active",172180596.33452,3568296.0121357
"hygiene","state46","active",19456681.2649973,445452.332350745
"hygiene","state16","active",49101124.9684699,1063385.88490504
"hygiene","state10","active",28899199.241859,579452.068621427
"hygiene","state44","active",32962224.1128689,611514.586556024
"hygiene","state02","active",10905656.4310105,239045.684013726
"hygiene","state30","active",31096207.6266763,655999.413932041
"hygiene","state11","active",27531409.05698,660594.364785688
"hygiene","state15","active",27379107.7773477,504122.685244197
"kitchen-and-food-clean-up","state36","active",124180377.137962,3579816.12827069
"kitchen-and-food-clean-up","state48","active",157065576.39459,4578547.62289678
"kitchen-and-food-clean-up","state09","active",24403170.4112518,657210.912316766
"kitchen-and-food-clean-up","state26","active",63644574.0919772,1845897.77608448
"kitchen-and-food-clean-up","state21","active",35170498.9787355,827108.339580237
"kitchen-and-food-clean-up","state51","active",62088861.7550588,1653182.57226369
"kitchen-and-food-clean-up","state13","active",68985033.5687536,1937828.67107764
"kitchen-and-food-clean-up","state08","active",37852284.5437258,1037865.25343664
"kitchen-and-food-clean-up","state31","active",16576630.3524891,425075.472420458
"kitchen-and-food-clean-up","state39","active",85995071.9028539,2394655.62230094
"kitchen-and-food-clean-up","state47","active",43363096.0440581,1208725.63891974
"kitchen-and-food-clean-up","state19","active",22938509.9910269,729187.49921013
"kitchen-and-food-clean-up","state54","active",12591481.632667,446962.11563446
"kitchen-and-food-clean-up","state17","active",80258422.9263547,2283880.58677673
"kitchen-and-food-clean-up","state56","active",8273962.56459198,191630.671148481
"kitchen-and-food-clean-up","state34","active",58675497.6761445,1740475.34060589
"kitchen-and-food-clean-up","state55","active",55784749.7029592,1477213.77926432
"kitchen-and-food-clean-up","state06","active",248990715.824354,6422422.46402875
"kitchen-and-food-clean-up","state24","active",33521407.1951886,1089290.01465753
"kitchen-and-food-clean-up","state12","active",107057028.35672,3209681.14350696
"kitchen-and-food-clean-up","state37","active",61021138.5412508,1777505.61706721
"kitchen-and-food-clean-up","state20","active",18931119.2236606,632987.965806669
