"date","geo_level","sandwich_population","sandwich_population_proportion","sandwich_time_total","sandwich_time_median"
2016-01-01,"state18",136592.67737341,0.0226222952626836,1190150.72353827,455
2016-01-01,"state19",46648.1970606104,0.0160961887942141,457318.690614835,682
2016-01-01,"state20",55373.7084748411,0.0214490961909748,314170.291037931,225
2016-01-01,"state21",116253.875998578,0.0284674135952706,965301.298386606,560
2016-01-01,"state22",81204.6100568811,0.0247849958093457,623968.891267714,440
2016-01-01,"state23",14936.6035152964,0.013954409587818,140947.410747037,604
2016-01-01,"state24",83590.9690800899,0.016264238188418,820782.068845308,635
2016-01-01,"state25",128045.60558194,0.0240051591431351,981279.577050709,422
2016-01-01,"state26",293086.920035554,0.032499442349674,2190110.77653602,409
2016-01-01,"state27",134045.37476079,0.025075296383323,1241993.04707811,500
2016-01-01,"state28",59191.4511875869,0.0246883941184837,484374.405597843,500
2016-01-01,"state29",123562.766109163,0.0248271823459212,988993.644516363,446
2016-01-01,"state30",17409.529129451,0.0195750797209132,122536.070617876,230
2016-01-01,"state31",40030.4936275326,0.0244448665734083,227971.439648712,192
2016-01-01,"state32",37817.5461526822,0.0170264862321968,412327.138631083,690
2016-01-01,"state33",40909.0030666137,0.0376224629662073,103230.640056111,60
2016-01-01,"state34",142794.240607362,0.019467875672088,1416395.04593657,615
