"year","month","gender_parent","total_population","labor_force","lfpr"
2011,"April","Fathers",30866575.2577,26472546.7879,85.7644444415522
2011,"April","Mothers",37850006.2118,24627383.8405,65.065732625487
2011,"April","Non-Fathers",72188958.74,41556576.8106,57.5663890100876
2011,"April","Non-Mothers",68282192.5239,34534776.8942,50.5765494892569
2011,"April","Other",29958217.2856,12933287.5817,43.1710854434474
2011,"August","Fathers",31321262.5619,27267532.8569,87.0575788667885
2011,"August","Mothers",38412453.8546,24625729.8684,64.1087131835265
2011,"August","Non-Fathers",71906180.9925,41545762.1113,57.7777341778634
2011,"August","Non-Mothers",67658467.8303,33273153.5741,49.1781068077912
2011,"August","Other",30573105.7857,13859631.0674,45.3327547569033
2011,"December","Fathers",31088242.8452,27109728.616,87.2025117372812
2011,"December","Mothers",38241374.6198,24721485.3981,64.6459120360702
2011,"December","Non-Fathers",72504992.5904,41611483.4174,57.3911973930876
2011,"December","Non-Mothers",68011215.0172,33865793.3388,49.7944248316037
2011,"December","Other",30738554.9203,13595618.0915,44.2298544181768
2011,"February","Fathers",30819477.2679,26250270.8724,85.1742897655858
2011,"February","Mothers",37943494.8139,24587083.5001,64.7992063479954
2011,"February","Non-Fathers",71944318.3292,41023919.0604,57.0217635153402
2011,"February","Non-Mothers",67954139.7681,34004121.4683,50.0398085890607
2011,"February","Other",30189640.8146,12748940.4728,42.2295202221634
2011,"January","Fathers",31086023.2707,26318639.3045,84.6638988696458
2011,"January","Mothers",38152323.8401,24794930.784,64.9893067796287
2011,"January","Non-Fathers",71574964.6848,40369430.6122,56.4016074474893
2011,"January","Non-Mothers",67701766.5489,33802666.3292,49.9287803735296
2011,"January","Other",30188822.6481,12700177.6066,42.0691384842705
2011,"July","Fathers",31465250.8956,27196391.5669,86.4330993486629
2011,"July","Mothers",38398495.0482,24422719.1964,63.6033239473141
2011,"July","Non-Fathers",71574479.8147,41498683.4613,57.9797206612418
2011,"July","Non-Mothers",67626021.8015,33519217.6476,49.5655618276462
2011,"July","Other",30606600.4576,13785257.6782,45.0401464785252
2011,"June","Fathers",31334202.2951,26980152.391,86.104481412693
2011,"June","Mothers",38260382.4545,24518273.0331,64.0826658287005
2011,"June","Non-Fathers",71546560.6764,41437279.446,57.9165218485035
2011,"June","Non-Mothers",67691322.188,33577711.1065,49.6041590283082
2011,"June","Other",30656873.3854,13775339.4669,44.9339346962249
2011,"March","Fathers",30909677.7839,26378132.5308,85.3393966615195
2011,"March","Mothers",38074770.0818,24897724.5044,65.3916608055928
2011,"March","Non-Fathers",72074036.4319,41116297.9391,57.0473085380048
2011,"March","Non-Mothers",68190777.9618,34361620.4367,50.3904214965096
2011,"March","Other",29750456.7273,12627613.444,42.4451078507729
2011,"May","Fathers",31142306.8174,26735434.683,85.8492430883836
2011,"May","Mothers",38070206.0713,24580077.2483,64.5651279172618
2011,"May","Non-Fathers",71967057.2511,41837492.7996,58.1342275169387
2011,"May","Non-Mothers",68013883.2241,34028097.9816,50.0311059574121
2011,"May","Other",30119582.6058,13137712.9025,43.6185091753899
2011,"November","Fathers",31024219.1076,27243237.8062,87.8128075092347
2011,"November","Mothers",38224539.6508,24729250.6161,64.6946983325735
2011,"November","Non-Fathers",72309742.9315,41688218.8737,57.6522847179692
2011,"November","Non-Mothers",67845461.9744,33874512.1904,49.9289284863029
2011,"November","Other",31036541.3116,13784662.2545,44.4142989906802
2011,"October","Fathers",31281919.2012,27226206.1907,87.0349610443837
2011,"October","Mothers",38562470.5287,25059910.0121,64.9852295989419
2011,"October","Non-Fathers",71998343.756,41680564.1247,57.8910040846968
2011,"October","Non-Mothers",67495654.3338,33729465.2216,49.9727953666332
2011,"October","Other",30931026.1425,13717078.8115,44.347312463237
2011,"September","Fathers",31392525.622,27261675.1441,86.8412929636821
2011,"September","Mothers",38474387.1405,25027115.4507,65.0487696121227
2011,"September","Non-Fathers",71742680.5545,41288786.6646,57.5512182503894
2011,"September","Non-Mothers",67549898.4143,33449692.4476,49.518494080398
2011,"September","Other",30911537.2355,13798136.0154,44.6374954124044
2012,"April","Fathers",30906668.3738,26910673.2075,87.0707670009251
2012,"April","Mothers",38357361.1226,25179000.4427,65.6432030405362
2012,"April","Non-Fathers",72816996.0695,42091878.0205,57.8050184606977
2012,"April","Non-Mothers",69813088.6682,34768599.6607,49.8024085797785
2012,"April","Other",30889621.7507,13243959.6926,42.8751112573914
2012,"August","Fathers",30944031.8076,27191381.933,87.8727830363775
2012,"August","Mothers",38450505.3463,24561798.4045,63.8790002453466
2012,"August","Non-Fathers",72961252.7691,42440634.5854,58.168730627079
2012,"August","Non-Mothers",69644329.4652,34439755.9273,49.4509117853004
2012,"August","Other",31565431.6436,14363386.7949,45.5035336030712
2012,"December","Fathers",30448711.0078,26641511.0339,87.4963509196671
2012,"December","Mothers",38205551.3494,24750553.2595,64.7826098180067
2012,"December","Non-Fathers",73580933.5456,42592894.976,57.8857768223396
2012,"December","Non-Mothers",70014552.8012,34848423.1637,49.7731139733891
2012,"December","Other",32099904.3167,14224516.3322,44.3132670797392
2012,"February","Fathers",30703735.0659,26699773.1674,86.9593653999872
2012,"February","Mothers",38231679.0454,24924164.4201,65.192439993291
2012,"February","Non-Fathers",72725043.7824,41558209.171,57.1442889678361
2012,"February","Non-Mothers",69762663.4014,34621694.9743,49.6278285350057
2012,"February","Other",31012339.6949,13210552.9233,42.5977306235701
2012,"January","Fathers",30868368.0192,26668102.6383,86.3929787985959
2012,"January","Mothers",38519057.3715,24795179.4517,64.3711999817674
2012,"January","Non-Fathers",72426598.782,41008965.0026,56.6214149114398
2012,"January","Non-Mothers",69322082.3623,34070752.509,49.14848392888
2012,"January","Other",31133122.4886,13402580.9804,43.0492668549633
2012,"July","Fathers",31121186.9316,27287423.2292,87.6811777429117
2012,"July","Mothers",38553818.198,24597583.3095,63.8006414388705
2012,"July","Non-Fathers",72767440.9141,42903831.7896,58.9602042488299
2012,"July","Non-Mothers",69280537.3387,34359936.067,49.5953660102555
2012,"July","Other",31630870.6112,14579407.9908,46.0923386207323
2012,"June","Fathers",31035445.4954,27090578.4452,87.2891560368138
2012,"June","Mothers",38565407.4399,24921879.2989,64.6223674357338
2012,"June","Non-Fathers",72701683.2655,42760811.1179,58.8168102817391
2012,"June","Non-Mothers",69263549.4374,34557866.9677,49.8932948836721
2012,"June","Other",31589152.3513,14292691.9472,45.2455697077665
2012,"March","Fathers",30743043.9786,26678430.5407,86.7787541118916
2012,"March","Mothers",38387121.599,25273193.2224,65.8376876662156
2012,"March","Non-Fathers",72981180.1144,42016936.3747,57.5722896078651
2012,"March","Non-Mothers",69738642.052,34491467.0408,49.4581856283949
2012,"March","Other",30754468.2435,13092678.0243,42.5716286838
2012,"May","Fathers",30915014.6645,27022456.3398,87.4088420563815
2012,"May","Mothers",38473037.8917,25216824.6713,65.5441474163915
2012,"May","Non-Fathers",72753757.8542,42427290.4046,58.3162872351214
2012,"May","Non-Mothers",69405194.5173,34520407.2164,49.7374979732899
2012,"May","Other",31418514.0686,13774577.0728,43.8422295934309
2012,"November","Fathers",30402684.3524,26788414.1469,88.1120029941873
2012,"November","Mothers",38003646.2895,24712725.1928,65.02724766078
2012,"November","Non-Fathers",73422138.3937,42877308.9592,58.3983385627993
2012,"November","Non-Mothers",70084787.8715,35170217.497,50.1823841737017
2012,"November","Other",32261079.0887,14322685.6827,44.3961767159759
2012,"October","Fathers",30536561.4697,26900016.8926,88.0911785673434
2012,"October","Mothers",38185246.6916,24942710.9747,65.320282401598
2012,"October","Non-Fathers",73409040.8582,42998333.8466,58.5736216464909
2012,"October","Non-Mothers",70177200.0357,35203542.7056,50.163789218851
2012,"October","Other",31674712.9548,14411480.5068,45.4983776091839
2012,"September","Fathers",30924926.3359,27210556.6171,87.9890749667265
2012,"September","Mothers",38428185.7985,25047488.0226,65.1799909419031
2012,"September","Non-Fathers",73097596.1604,42599875.6599,58.2780801251275
2012,"September","Non-Mothers",69873721.5842,34751197.351,49.7342871727875
2012,"September","Other",31447855.1137,14186931.1085,45.1125555533343
2013,"April","Fathers",30863343.9123,27050717.9039,87.6467500759678
2013,"April","Mothers",38408674.88,24947982.132,64.9540298121319
2013,"April","Non-Fathers",73737869.565,42531278.936,57.6790178329042
2013,"April","Non-Mothers",70391524.992,35287257.3951,50.1299799927767
2013,"April","Other",31773112.6408,13962587.649,43.9446641783235
2013,"August","Fathers",31144169.7512,27298694.6626,87.6526646260916
2013,"August","Mothers",38166288.7064,24763805.8465,64.8839766344571
2013,"August","Non-Fathers",73832500.1942,42995408.8343,58.233716481509
2013,"August","Non-Mothers",71087568.9283,35656232.2416,50.158182055098
2013,"August","Other",31728710.4215,14357718.2043,45.2515025463213
2013,"December","Fathers",30272800.8784,26690214.1025,88.1656580430382
2013,"December","Mothers",37576668.7386,24954483.9998,66.4095164299807
2013,"December","Non-Fathers",74972739.6359,43054954.5866,57.4274793687592
2013,"December","Non-Mothers",71681071.0111,35605609.2053,49.6722617325101
2013,"December","Other",32242023.7014,14187027.1091,44.0016645372169
2013,"February","Fathers",30679704.0296,26778546.8524,87.2842411600968
2013,"February","Mothers",38215342.1876,24651401.342,64.5065566101324
2013,"February","Non-Fathers",73691963.4674,42247464.4355,57.3298124349605
2013,"February","Non-Mothers",70181666.7625,34846455.1841,49.6517919729992
2013,"February","Other",32058952.5391,13914035.6231,43.4014043538386
2013,"January","Fathers",30429501.9216,26323621.1578,86.5069077555769
2013,"January","Mothers",38075238.2651,24451577.4125,64.2191054518297
2013,"January","Non-Fathers",73674444.7174,42060402.5481,57.0895413049057
2013,"January","Non-Mothers",70192909.3443,34652739.1669,49.3678627807354
2013,"January","Other",32290758.7681,14101437.3654,43.6701951374732
2013,"July","Fathers",31087726.033,27274080.2954,87.7326320569354
2013,"July","Mothers",38490773.941,24810844.9408,64.45919996005
2013,"July","Non-Fathers",73672864.0824,43505395.183,59.0521296068265
2013,"July","Non-Mothers",70569626.9871,35352468.4418,50.0958697829909
2013,"July","Other",31934609.9316,14831864.5398,46.4444831847579
2013,"June","Fathers",30951946.2249,27211491.8952,87.9152855121889
2013,"June","Mothers",38412141.1761,24897948.015,64.8179123909174
2013,"June","Non-Fathers",73927971.6416,43501416.7809,58.8429735253568
2013,"June","Non-Mothers",70691584.9684,35359198.3376,50.0189638602756
2013,"June","Other",31568402.004,14535920.6917,46.045791896144
2013,"March","Fathers",30520168.1914,26686198.3462,87.4379137717847
2013,"March","Mothers",38180714.3861,24765948.8644,64.8650745870178
2013,"March","Non-Fathers",74026659.5608,42649806.9487,57.6141179431048
2013,"March","Non-Mothers",70500214.8825,34923096.3212,49.5361558534325
2013,"March","Other",31767134.9728,13766566.6176,43.3358772498287
2013,"May","Fathers",31021325.9394,27289167.5567,87.9690559004771
2013,"May","Mothers",38598224.4521,25286630.1936,65.5124181294413
2013,"May","Non-Fathers",73628217.3455,42662553.4026,57.9432110958306
2013,"May","Non-Mothers",70350451.9718,35260979.66,50.1218949867364
2013,"May","Other",31764511.331,14262187.1967,44.899753212262
2013,"November","Fathers",30415034.3834,26776419.6253,88.0367889372307
2013,"November","Mothers",37474755.2769,24840215.7796,66.2851981181899
2013,"November","Non-Fathers",74731689.7,43232069.4117,57.8497148736355
2013,"November","Non-Mothers",71760814.1281,35742203.5836,49.8074109357186
2013,"November","Other",32184452.5229,14242416.174,44.2524730345069
2013,"October","Fathers",30980566.4379,27117125.2772,87.5294689383934
2013,"October","Mothers",37859936.8172,25067195.0139,66.2103456086906
2013,"October","Non-Fathers",74308059.2219,42747325.2347,57.527172264111
2013,"October","Non-Mothers",71594408.7336,35614575.4131,49.7449117089862
2013,"October","Other",31637762.7858,13887686.2051,43.8959173539705
2013,"September","Fathers",30982839.3803,27144728.1868,87.6121386216771
2013,"September","Mothers",37989662.1026,25123567.5404,66.132642803055
2013,"September","Non-Fathers",74350109.8771,43177030.7987,58.0725850574682
2013,"September","Non-Mothers",71568752.8203,35734060.9545,49.9296963358069
2013,"September","Other",31276671.8272,13905242.4373,44.458830255741
2014,"April","Fathers",30951686.6661,27414617.4451,88.5722892611407
2014,"April","Mothers",38371388.3603,25445921.3492,66.3148310148897
2014,"April","Non-Fathers",74989472.2077,43502097.8306,58.0109401358517
2014,"April","Non-Mothers",71535541.8035,36023873.3048,50.3580072179414
2014,"April","Other",31591307.9803,14167221.3464,44.845314271997
2014,"August","Fathers",31077318.9152,27522929.7372,88.5627547611209
2014,"August","Mothers",38307809.1057,24978787.9898,65.2054726514842
2014,"August","Non-Fathers",74904263.5536,44264397.2146,59.0946297508489
2014,"August","Non-Mothers",71844436.0176,35500940.38,49.4136252545753
2014,"August","Other",32094799.4203,14536780.1084,45.2932573842648
2014,"December","Fathers",31019371.0274,27434547.7697,88.4432754792692
2014,"December","Mothers",38223946.7904,25378812.969,66.3950614732802
2014,"December","Non-Fathers",75519395.2398,43870835.4384,58.0921434806185
2014,"December","Non-Mothers",72206690.8545,36326960.7647,50.3096878347473
2014,"December","Other",32057711.0975,14577726.3835,45.4733849811156
2014,"February","Fathers",30666314.3508,26894222.515,87.6995592210722
2014,"February","Mothers",38231327.9964,25330646.9789,66.2562571231772
2014,"February","Non-Fathers",74687416.5611,42348391.312,56.7008383230872
2014,"February","Non-Mothers",71064529.2843,35654855.5474,50.1725064620629
2014,"February","Other",32435860.8108,14264990.8145,43.9790727235772
2014,"January","Fathers",30526046.4986,26832511.9026,87.900383378603
2014,"January","Mothers",37907652.7991,25265093.4386,66.64905783668
2014,"January","Non-Fathers",74798765.0876,42167457.833,56.3745374453922
2014,"January","Non-Mothers",71186879.9524,35066891.7273,49.2603296432544
2014,"January","Other",32495236.6504,14347255.5008,44.151872642612
2014,"July","Fathers",31085079.5251,27615703.957,88.8390970166294
2014,"July","Mothers",38346883.3959,24872314.6775,64.8613719678698
2014,"July","Non-Fathers",74892051.5007,44676158.1548,59.654071773401
2014,"July","Non-Mothers",71605829.2091,35642662.7897,49.7762028362495
2014,"July","Other",32093457.3666,14981527.3831,46.6809393951162
2014,"June","Fathers",31175649.0032,27762760.6931,89.0527112691393
2014,"June","Mothers",38362698.624,25154619.1986,65.5705153726153
2014,"June","Non-Fathers",74798192.9162,44424236.8564,59.3921258313962
2014,"June","Non-Mothers",71560091.3356,35729123.9009,49.9288405507181
2014,"June","Other",31917191.1229,14559639.6073,45.6169202084131
2014,"March","Fathers",31084281.8095,27459402.9458,88.338547160539
2014,"March","Mothers",38325299.6378,25403652.4074,66.2842890922751
2014,"March","Non-Fathers",74612161.2578,42978052.6466,57.6019403835552
2014,"March","Non-Mothers",71503184.3181,35777034.3001,50.0355818293865
2014,"March","Other",31732910.0131,14150784.9029,44.593404440558
2014,"May","Fathers",31240739.5101,27757983.6446,88.8518776440166
2014,"May","Mothers",38386954.8341,25385867.7719,66.1314967066602
2014,"May","Non-Fathers",74608270.6527,43578356.5217,58.4095518371634
2014,"May","Non-Mothers",71466529.7645,35844666.1099,50.1558788820684
2014,"May","Other",31919647.2341,14468444.8583,45.3277091447403
2014,"November","Fathers",30472890.6816,27111537.6683,88.9693660886276
2014,"November","Mothers",38095989.271,25459788.6751,66.8306274815152
2014,"November","Non-Fathers",75788191.0206,44218588.5756,58.3449584692963
2014,"November","Non-Mothers",72286778.4701,36666371.0469,50.7234819740464
2014,"November","Other",32200402.5642,14372117.2338,44.633346446975
2014,"October","Fathers",30784019.3712,27452712.9967,89.1784554371201
2014,"October","Mothers",38050619.1203,25285937.3238,66.4534189150945
2014,"October","Non-Fathers",75539560.5915,44403330.7587,58.7815581809148
2014,"October","Non-Mothers",72423843.2782,36421954.7675,50.2900054994226
2014,"October","Other",31858538.6232,14478208.8144,45.4453011346123
2014,"September","Fathers",30929040.7522,27509303.6114,88.9432809500995
2014,"September","Mothers",38395833.5649,25270634.5231,65.8160851759745
2014,"September","Non-Fathers",75202007.9501,44230784.8762,58.8159626077394
2014,"September","Non-Mothers",71927316.0139,35843616.1455,49.8331067136902
2014,"September","Other",31992158.7511,14252465.6811,44.5498717107046
2015,"April","Fathers",31160830.899,27765014.5477,89.1022920335254
2015,"April","Mothers",38478518.7238,25771993.3249,66.9776129114849
2015,"April","Non-Fathers",75610374.8735,44658736.998,59.0642978198644
2015,"April","Non-Mothers",72583155.9203,36244978.8641,49.9357990218816
2015,"April","Other",32432633.5879,14796066.0956,45.6209208404221
2015,"August","Fathers",31183629.564,27825781.8515,89.2320176982333
2015,"August","Mothers",38256002.2236,25279084.7148,66.0787412313705
2015,"August","Non-Fathers",75960193.6419,45097620.154,59.3700700219436
2015,"August","Non-Mothers",72914012.7188,36181192.1644,49.6217267645607
2015,"August","Other",32782014.8622,15048956.397,45.9061362160278
2015,"December","Fathers",30914331.5475,27601528.0555,89.283923260932
2015,"December","Mothers",38142626.42,25731379.9691,67.4609548009725
2015,"December","Non-Fathers",76691130.4407,44913681.2688,58.56437505968
2015,"December","Non-Mothers",73367262.9504,37366504.3861,50.930759692319
2015,"December","Other",32820583.6115,14779932.0863,45.0325084442474
2015,"February","Fathers",30877971.5836,27358690.5403,88.6026158364328
2015,"February","Mothers",38264064.4511,25491568.3697,66.6201270967365
2015,"February","Non-Fathers",75706736.2959,43639398.7028,57.6426891951005
2015,"February","Non-Mothers",72693512.6012,36403874.3178,50.0785737477199
2015,"February","Other",32357207.0647,14496416.2169,44.8011974207589
2015,"January","Fathers",31049328.9299,27386559.5017,88.2033861779447
2015,"January","Mothers",38310084.0827,25506537.0282,66.5791726615348
2015,"January","Non-Fathers",75485009.1039,43224595.1037,57.2624890913165
2015,"January","Non-Mothers",72460355.3085,35959570.0539,49.6265439229522
2015,"January","Other",32418682.5677,14580372.2237,44.9752151194046
2015,"July","Fathers",30920371.834,27586872.9492,89.2190853890881
2015,"July","Mothers",37986079.2326,24818365.1735,65.3354220148118
2015,"July","Non-Fathers",76106986.8156,45674573.828,60.0136409797239
2015,"July","Non-Mothers",73053214.996,36554859.2194,50.0386727968119
2015,"July","Other",32809755.1285,15541120.9854,47.36737877053
2015,"June","Fathers",31389305.4405,28006571.1868,89.2232905245
2015,"June","Mothers",38278587.306,25344869.0347,66.2116102459385
2015,"June","Non-Fathers",75564194.9547,45037953.7763,59.6022412510314
2015,"June","Non-Mothers",72630998.9216,36482070.1275,50.2293382566303
2015,"June","Other",32800076.3612,15342119.8367,46.7746467043246
2015,"March","Fathers",31263506.2125,27772479.5936,88.8335409497218
2015,"March","Mothers",38589531.2338,25666910.1278,66.5126248160245
2015,"March","Non-Fathers",75420667.8849,43956275.787,58.281472465985
2015,"March","Non-Mothers",72449394.2741,36012133.6244,49.7066041548314
2015,"March","Other",32356905.3814,14746730.5184,45.5752190902564
2015,"May","Fathers",31296786.3186,27972966.3459,89.3796764343034
2015,"May","Mothers",38384955.9917,25855397.3152,67.3581528158863
2015,"May","Non-Fathers",75678752.4296,44907429.9387,59.339548416149
2015,"May","Non-Mothers",72559866.3749,36508062.079,50.3144009256733
2015,"May","Other",32534807.9125,14904196.5663,45.8100032629169
2015,"November","Fathers",30793482.2394,27464657.0981,89.1898385657703
2015,"November","Mothers",38408916.6799,25896427.8016,67.4229581048091
2015,"November","Non-Fathers",76750461.5842,44852042.0658,58.4387912984661
2015,"November","Non-Mothers",73298732.9871,37283485.9368,50.8651165134895
2015,"November","Other",32495276.5223,14655252.4853,45.0996392513933
2015,"October","Fathers",30845032.3461,27577316.7247,89.4060230356245
2015,"October","Mothers",38567340.0571,25956747.1061,67.30240423029
2015,"October","Non-Fathers",76657028.9141,45250084.8339,59.0292703420663
2015,"October","Non-Mothers",73037936.6056,36652896.9714,50.1833686366624
2015,"October","Other",32434147.0946,14642654.4352,45.1457977066333
2015,"September","Fathers",31103030.0298,27837059.6846,89.499510684101
2015,"September","Mothers",38527129.4158,25719392.2993,66.7565756631545
2015,"September","Non-Fathers",76284832.241,44919997.6414,58.8845728853256
2015,"September","Non-Mothers",72896573.0417,35988205.2357,49.3688574565956
2015,"September","Other",32513666.3145,14653761.4958,45.0695450770033
2016,"April","Fathers",30987163.3466,27641065.935,89.20166594737
2016,"April","Mothers",37925067.2421,25789012.9544,67.999913592169
2016,"April","Non-Fathers",77130414.9562,45940857.8481,59.5625705815124
2016,"April","Non-Mothers",74332759.4459,37540599.6167,50.5034387214191
2016,"April","Other",32593452.0079,15003734.9232,46.0329728792255
2016,"August","Fathers",31006495.2974,27829350.899,89.7532940504036
2016,"August","Mothers",37897572.608,25314193.5515,66.7963455426068
2016,"August","Non-Fathers",77487176.1448,46560708.1928,60.0882759048958
2016,"August","Non-Mothers",74480028.7009,37333569.5627,50.1256111388272
2016,"August","Other",32982765.2281,15237167.2577,46.1973614168607
2016,"December","Fathers",30544387.6394,27205796.8802,89.0697079980302
2016,"December","Mothers",37747041.9274,25682223.2781,68.0377109483052
2016,"December","Non-Fathers",78057881.648,46137264.6741,59.1064780391489
2016,"December","Non-Mothers",74742618.1253,37995491.9253,50.8351097115753
2016,"December","Other",33650011.6519,15140904.9572,44.9952443221371
2016,"February","Fathers",30853184.0203,27388030.1006,88.7688936175272
2016,"February","Mothers",37873134.7144,25655445.3493,67.7404855520063
2016,"February","Non-Fathers",77157046.7786,45571935.3876,59.0638668667133
2016,"February","Non-Mothers",73941565.866,37273887.9767,50.4099251079552
2016,"February","Other",32752393.6126,14604114.8081,44.5894580434015
2016,"January","Fathers",30839539.0432,27352546.3236,88.6931101184248
2016,"January","Mothers",37979412.5012,25687696.6279,67.6358451492328
2016,"January","Non-Fathers",76978554.735,44955519.5555,58.4000566264983
2016,"January","Non-Mothers",73771593.8949,37044530.5271,50.2151689712386
2016,"January","Other",32828228.8078,14594090.7934,44.4559189557386
2016,"July","Fathers",30917580.4745,27861006.4903,90.1137995364127
2016,"July","Mothers",37809056.4472,25190336.7692,66.625139943331
2016,"July","Non-Fathers",77504907.6358,46868265.6606,60.4713521895112
2016,"July","Non-Mothers",74443164.87,37628199.1401,50.5462109326089
2016,"July","Other",32945483.5885,15706093.2833,47.6729784254325
2016,"June","Fathers",31067206.5081,27767872.5562,89.3800108772581
2016,"June","Mothers",37878565.2357,25321543.9627,66.8492689866585
2016,"June","Non-Fathers",77192750.8086,46576701.0798,60.3381801942611
2016,"June","Non-Mothers",74460248.0265,37460826.1296,50.3098325918387
2016,"June","Other",32798168.4009,15628057.5608,47.6491777521673
2016,"March","Fathers",30898775.8138,27360646.255,88.5492888775878
2016,"March","Mothers",37941440.363,25925619.2669,68.3306142804803
2016,"March","Non-Fathers",77199858.5438,45975253.3614,59.5535461186312
2016,"March","Non-Mothers",74002849.3665,37240542.8906,50.3231202709044
2016,"March","Other",32725130.9419,14683775.5369,44.8700283674021
2016,"May","Fathers",30812371.3138,27560380.7354,89.4458282834482
2016,"May","Mothers",37811503.5922,25752606.4607,68.1078614022967
2016,"May","Non-Fathers",77442915.1308,46115350.9146,59.5475400644614
2016,"May","Non-Mothers",74406555.752,37458132.4896,50.3425163428468
2016,"May","Other",32700991.1994,15217043.1531,46.533889631392
2016,"November","Fathers",30611908.5417,27348947.7294,89.3408775612434
2016,"November","Mothers",37923587.3764,25729501.4289,67.845642274105
2016,"November","Non-Fathers",77717364.8663,46143431.7688,59.373386949213
2016,"November","Non-Mothers",74424265.1351,37939343.2116,50.9771149808868
2016,"November","Other",33863120.1016,15363293.6786,45.3688072230358
2016,"October","Fathers",30668068.2752,27451136.6602,89.5104850226207
2016,"October","Mothers",38082126.3397,25967010.9843,68.1868726359164
2016,"October","Non-Fathers",78015785.713,46449048.109,59.5380123195504
2016,"October","Non-Mothers",74377001.3954,37781124.3584,50.7967834808902
2016,"October","Other",33178058.2703,14881961.9349,44.8548309055864
2016,"September","Fathers",31053098.3188,27934867.4296,89.958390440827
2016,"September","Mothers",38046562.263,25955778.0586,68.2210862552536
2016,"September","Non-Fathers",77603771.4365,46114954.0799,59.423599170865
2016,"September","Non-Mothers",74377476.2052,37242996.313,50.072949786909
2016,"September","Other",33010322.7827,15076538.2,45.6721926024343
2017,"April","Fathers",30766306.0452,27659265.689,89.9011589118456
2017,"April","Mothers",37265513.2837,25520283.0755,68.4823066335239
2017,"April","Non-Fathers",78085349.9585,46618913.3716,59.7025093649149
2017,"April","Non-Mothers",75472906.2632,38769719.0302,51.3690553998234
2017,"April","Other",32997905.4436,15399123.3455,46.6669721562181
2017,"August","Fathers",30502979.3396,27268742.9906,89.3969821341314
2017,"August","Mothers",37239224.2401,25183367.2874,67.6259181046044
2017,"August","Non-Fathers",78667573.3418,47452758.246,60.3206076280301
2017,"August","Non-Mothers",76126684.4308,38434573.242,50.4876490147649
2017,"August","Other",32820185.6365,15744007.4741,47.9705009851948
2017,"December","Fathers",30473041.4145,27387442.5718,89.874332526481
2017,"December","Mothers",37349337.3928,25707194.029,68.8290497864513
2017,"December","Non-Fathers",78477611.0966,46925189.3126,59.7943651149608
2017,"December","Non-Mothers",75892706.6469,38226898.7505,50.3696605898578
2017,"December","Other",33916592.4411,15747584.9165,46.4303274093571
2017,"February","Fathers",30613075.8186,27258343.941,89.0415066506917
2017,"February","Mothers",37108516.6563,25214158.2964,67.9470929273033
2017,"February","Non-Fathers",77913741.7223,45983239.9478,59.018138432747
2017,"February","Non-Mothers",75118606.2684,38361232.0214,51.0675502742086
2017,"February","Other",33491609.528,15301085.4607,45.6863246536654
2017,"January","Fathers",30516760.9472,27096752.6254,88.7930166385702
2017,"January","Mothers",37504214.2696,25421606.2908,67.7833325824563
2017,"January","Non-Fathers",77739846.4111,45697511.0919,58.7826104649663
2017,"January","Non-Mothers",74773821.9079,37567416.4418,50.2414019816619
2017,"January","Other",33547466.4571,15212407.3209,45.3459200573414
2017,"July","Fathers",30766258.913,27679375.1999,89.966658858885
2017,"July","Mothers",37143847.2251,25242873.3385,67.9597705254454
2017,"July","Non-Fathers",78301086.7633,47600083.5111,60.7910892156485
2017,"July","Non-Mothers",76061580.4902,38887408.7089,51.1262170182098
2017,"July","Other",32878276.6118,15910550.9847,48.3922900599653
2017,"June","Fathers",30831370.354,27758058.7479,90.031868286058
2017,"June","Mothers",37082035.3126,25273444.0959,68.1554933078671
2017,"June","Non-Fathers",78084564.6298,47078422.2671,60.2915857830539
2017,"June","Non-Mothers",75949126.1963,38678544.7393,50.9269121007798
2017,"June","Other",33010110.5147,15716408.7504,47.6108940725939
2017,"March","Fathers",30881195.7092,27512059.6444,89.0900077298617
2017,"March","Mothers",37454097.0189,25548904.1775,68.2139103890492
2017,"March","Non-Fathers",77751642.643,45935626.1913,59.0799430466252
2017,"March","Non-Mothers",75011238.5449,38456788.6541,51.2680358304985
2017,"March","Other",33315870.0779,15488813.6975,46.4907975126679
2017,"May","Fathers",30810893.1759,27686649.3256,89.8599374173815
2017,"May","Mothers",37235316.0235,25491947.655,68.4617464745337
2017,"May","Non-Fathers",78047423.3533,46783041.8168,59.9418146131815
2017,"May","Non-Mothers",75598187.5384,38520194.3317,50.9538595910566
2017,"May","Other",33075250.8904,15518262.7618,46.9180500345173
2017,"November","Fathers",30281878.0452,27279376.038,90.0848223392276
2017,"November","Mothers",37425082.2525,26034374.7482,69.5639746963038
2017,"November","Non-Fathers",78652915.9679,47170121.8107,59.972502265461
2017,"November","Non-Mothers",75690682.8088,38244340.2863,50.5271439853541
2017,"November","Other",33898292.9292,15794760.6277,46.5945605599932
2017,"October","Fathers",30588574.4623,27629795.5076,90.3271760560576
2017,"October","Mothers",37801762.5481,26124104.4997,69.1081651720842
2017,"October","Non-Fathers",78654327.9346,47277960.903,60.1085307630001
2017,"October","Non-Mothers",75484178.4801,38222613.704,50.6365896451754
2017,"October","Other",33237172.5729,15286794.7766,45.9930661763453
2017,"September","Fathers",30445496.2493,27518876.1637,90.3873464185453
2017,"September","Mothers",37227015.451,25710308.3013,69.0635765178145
